         Datum/Zeit;    Temp; Feuchte;   PyrUp;   PyrDn;   Regen;Lüfterdrehzahl;Globalstrahlung
12.02.2024 00:00:00;    7.70;   0.947;   0.020;  20.000;       0;     0.0;     4.0
12.02.2024 00:01:00;    7.71;   0.947;   0.020;  20.000;       0;     0.0;     3.9
12.02.2024 00:02:00;    7.72;   0.946;   0.020;  20.000;       0;     0.0;     3.9
12.02.2024 00:03:00;    7.74;   0.946;   0.019;  20.000;       0;     0.0;     3.9
12.02.2024 00:04:00;    7.75;   0.945;   0.019;  20.000;       0;     0.0;     3.8
12.02.2024 00:05:00;    7.75;   0.944;   0.019;  20.000;       0;     0.0;     3.7
12.02.2024 00:06:00;    7.76;   0.944;   0.018;  20.000;       0;     0.0;     3.6
12.02.2024 00:07:00;    7.75;   0.943;   0.018;  20.000;       0;     0.0;     3.6
12.02.2024 00:08:00;    7.74;   0.943;   0.018;  20.000;       0;     0.0;     3.5
12.02.2024 00:09:00;    7.75;   0.943;   0.018;  20.000;       0;     0.0;     3.5
12.02.2024 00:10:00;    7.75;   0.943;   0.017;  20.000;       0;     0.0;     3.4
12.02.2024 00:11:00;    7.74;   0.941;   0.017;  20.000;       0;     0.0;     3.4
12.02.2024 00:12:00;    7.73;   0.941;   0.017;  20.000;       0;     0.0;     3.3
12.02.2024 00:13:00;    7.72;   0.940;   0.016;  20.000;       0;     0.0;     3.2
12.02.2024 00:14:00;    7.71;   0.940;   0.016;  20.000;       0;     0.0;     3.1
12.02.2024 00:15:00;    7.70;   0.940;   0.015;  20.000;       0;     0.0;     3.0
12.02.2024 00:16:00;    7.68;   0.939;   0.015;  20.000;       0;     0.0;     2.9
12.02.2024 00:17:00;    7.67;   0.939;   0.015;  20.000;       0;     0.0;     2.9
12.02.2024 00:18:00;    7.66;   0.939;   0.015;  20.000;       0;     0.0;     2.9
12.02.2024 00:19:00;    7.65;   0.938;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:20:00;    7.65;   0.939;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:21:00;    7.64;   0.938;   0.013;  20.000;       0;     0.0;     2.6
12.02.2024 00:22:00;    7.64;   0.937;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:23:00;    7.64;   0.938;   0.014;  20.000;       0;     0.0;     2.8
12.02.2024 00:24:00;    7.66;   0.938;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:25:00;    7.66;   0.937;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:26:00;    7.65;   0.936;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:27:00;    7.65;   0.936;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:28:00;    7.65;   0.935;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:29:00;    7.66;   0.935;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:30:00;    7.66;   0.935;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:31:00;    7.67;   0.934;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:32:00;    7.69;   0.935;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:33:00;    7.73;   0.936;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:34:00;    7.74;   0.934;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:35:00;    7.76;   0.934;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:36:00;    7.78;   0.933;   0.014;  20.000;       0;     0.0;     2.7
12.02.2024 00:37:00;    7.78;   0.932;   0.013;  20.000;       0;     0.0;     2.6
12.02.2024 00:38:00;    7.78;   0.931;   0.013;  20.000;       0;     0.0;     2.6
12.02.2024 00:39:00;    7.79;   0.931;   0.013;  20.000;       0;     0.0;     2.6
12.02.2024 00:40:00;    7.79;   0.930;   0.013;  20.000;       0;     0.0;     2.5
12.02.2024 00:41:00;    7.80;   0.929;   0.013;  20.000;       0;     0.0;     2.5
12.02.2024 00:42:00;    7.80;   0.929;   0.012;  20.000;       0;     0.0;     2.4
12.02.2024 00:43:00;    7.81;   0.928;   0.012;  20.000;       0;     0.0;     2.4
12.02.2024 00:44:00;    7.82;   0.928;   0.012;  20.000;       0;     0.0;     2.4
12.02.2024 00:45:00;    7.83;   0.928;   0.012;  20.000;       0;     0.0;     2.4
