         Datum/Zeit;    Temp; Feuchte;   PyrUp;   PyrDn;   Regen;Lüfterdrehzahl;Globalstrahlung
04.01.2024 00:00:00;    7.71;   0.872;   0.012;  20.000;       0;     0.0;     2.3
04.01.2024 00:01:00;    7.71;   0.873;   0.012;  20.000;       3;     0.0;     2.3
04.01.2024 00:02:00;    7.72;   0.874;   0.012;  20.000;       0;     0.0;     2.3
04.01.2024 00:03:00;    7.72;   0.875;   0.012;  20.000;       0;     0.0;     2.4
04.01.2024 00:04:00;    7.73;   0.876;   0.012;  20.000;       0;     0.0;     2.4
04.01.2024 00:05:00;    7.73;   0.876;   0.012;  20.000;       0;     0.0;     2.4
04.01.2024 00:06:00;    7.73;   0.877;   0.013;  20.000;       0;     0.0;     2.5
04.01.2024 00:07:00;    7.75;   0.879;   0.014;  20.000;       0;     0.0;     2.7
04.01.2024 00:08:00;    7.79;   0.881;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:09:00;    7.82;   0.882;   0.016;  20.000;       0;     0.0;     3.1
04.01.2024 00:10:00;    7.85;   0.882;   0.016;  20.000;       0;     0.0;     3.1
04.01.2024 00:11:00;    7.86;   0.882;   0.016;  20.000;       0;     0.0;     3.1
04.01.2024 00:12:00;    7.87;   0.882;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:13:00;    7.87;   0.882;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:14:00;    7.86;   0.882;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:15:00;    7.84;   0.882;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:16:00;    7.83;   0.883;   0.016;  20.000;       0;     0.0;     3.1
04.01.2024 00:17:00;    7.83;   0.884;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:18:00;    7.81;   0.886;   0.015;  20.000;       3;     0.0;     3.1
04.01.2024 00:19:00;    7.82;   0.886;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:20:00;    7.80;   0.887;   0.015;  20.000;       0;     0.0;     3.1
04.01.2024 00:21:00;    7.79;   0.888;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:22:00;    7.79;   0.890;   0.015;  20.000;       0;     0.0;     3.0
04.01.2024 00:23:00;    7.79;   0.891;   0.015;  20.000;       0;     0.0;     3.0
