         Datum/Zeit;    Temp; Feuchte;   PyrUp;   PyrDn;   Regen;Lüfterdrehzahl;Globalstrahlung
26.02.2024 00:00:00;    1.97;   0.907;  -0.007;   2.769;       0;     0.0;    -1.4
26.02.2024 00:01:00;    1.96;   0.907;  -0.007;   2.783;       0;     0.0;    -1.5
26.02.2024 00:02:00;    1.95;   0.907;  -0.008;   2.287;       0;     0.0;    -1.5
26.02.2024 00:03:00;    1.94;   0.907;  -0.008;   3.065;       0;     0.0;    -1.5
26.02.2024 00:04:00;    1.94;   0.908;  -0.007;   1.730;       0;     0.0;    -1.4
26.02.2024 00:05:00;    1.93;   0.908;  -0.007;   1.279;       0;     0.0;    -1.4
26.02.2024 00:06:00;    1.93;   0.908;  -0.007;   1.512;       0;     0.0;    -1.3
26.02.2024 00:07:00;    1.92;   0.908;  -0.006;   2.704;       0;     0.0;    -1.2
26.02.2024 00:08:00;    1.91;   0.908;  -0.006;   3.229;       0;     0.0;    -1.2
26.02.2024 00:09:00;    1.90;   0.908;  -0.006;   2.289;       0;     0.0;    -1.1
26.02.2024 00:10:00;    1.88;   0.907;  -0.006;   3.164;       0;     0.0;    -1.1
26.02.2024 00:11:00;    1.85;   0.906;  -0.005;   3.017;       0;     0.0;    -1.1
26.02.2024 00:12:00;    1.81;   0.905;  -0.006;   2.392;       0;     0.0;    -1.1
26.02.2024 00:13:00;    1.79;   0.906;  -0.005;   3.400;       0;     0.0;    -1.0
26.02.2024 00:14:00;    1.77;   0.906;  -0.005;   3.840;       0;     0.0;    -1.0
26.02.2024 00:15:00;    1.74;   0.906;  -0.005;   3.680;       0;     0.0;    -0.9
26.02.2024 00:16:00;    1.70;   0.904;  -0.005;   3.477;       0;     0.0;    -0.9
26.02.2024 00:17:00;    1.65;   0.904;  -0.005;   3.638;       0;     0.0;    -1.1
26.02.2024 00:18:00;    1.62;   0.905;  -0.005;   2.241;       0;     0.0;    -1.1
26.02.2024 00:19:00;    1.60;   0.906;  -0.005;   2.670;       0;     0.0;    -1.1
26.02.2024 00:20:00;    1.60;   0.907;  -0.005;   3.085;       0;     0.0;    -1.0
26.02.2024 00:21:00;    1.59;   0.908;  -0.005;   2.041;       0;     0.0;    -1.0
26.02.2024 00:22:00;    1.57;   0.907;  -0.005;   2.954;       0;     0.0;    -0.9
