         Datum/Zeit;    Temp; Feuchte;   PyrUp;   PyrDn;   Regen;Lüfterdrehzahl;Globalstrahlung
19.01.2024 00:00:00;   -1.79;   0.880;  -0.011;  -3.161;       0;     0.0;    -2.2
19.01.2024 00:01:00;   -1.79;   0.881;  -0.011;  -1.053;       0;     0.0;    -2.2
19.01.2024 00:02:00;   -1.79;   0.882;  -0.011;  -0.796;       0;     0.0;    -2.2
19.01.2024 00:03:00;   -1.81;   0.880;  -0.011;  -1.072;       0;     0.0;    -2.3
19.01.2024 00:04:00;   -1.83;   0.879;  -0.012;  -0.883;       0;     0.0;    -2.4
19.01.2024 00:05:00;   -1.85;   0.880;  -0.012;  -1.274;       0;     0.0;    -2.4
19.01.2024 00:06:00;   -1.86;   0.880;  -0.012;  -2.803;       0;     0.0;    -2.4
19.01.2024 00:07:00;   -1.87;   0.880;  -0.012;  -1.423;       0;     0.0;    -2.4
19.01.2024 00:08:00;   -1.86;   0.881;  -0.012;  -2.989;       0;     0.0;    -2.4
19.01.2024 00:09:00;   -1.86;   0.881;  -0.011;  -2.808;       0;     0.0;    -2.3
19.01.2024 00:10:00;   -1.87;   0.881;  -0.012;  -1.650;       0;     0.0;    -2.3
19.01.2024 00:11:00;   -1.89;   0.880;  -0.012;  -1.432;       0;     0.0;    -2.3
19.01.2024 00:12:00;   -1.89;   0.880;  -0.012;  -2.309;       0;     0.0;    -2.3
19.01.2024 00:13:00;   -1.91;   0.879;  -0.012;  -1.840;       0;     0.0;    -2.3
19.01.2024 00:14:00;   -1.92;   0.879;  -0.012;  -2.271;       0;     0.0;    -2.3
19.01.2024 00:15:00;   -1.91;   0.880;  -0.012;  -1.182;       0;     0.0;    -2.3
19.01.2024 00:16:00;   -1.93;   0.879;  -0.012;  -1.388;       0;     0.0;    -2.3
19.01.2024 00:17:00;   -1.94;   0.879;  -0.012;  -1.578;       0;     0.0;    -2.3
19.01.2024 00:18:00;   -1.95;   0.879;  -0.012;  -1.694;       0;     0.0;    -2.3
19.01.2024 00:19:00;   -1.95;   0.879;  -0.012;  -2.109;       0;     0.0;    -2.3
19.01.2024 00:20:00;   -1.95;   0.880;  -0.012;  -0.891;       0;     0.0;    -2.3
19.01.2024 00:21:00;   -1.95;   0.880;  -0.012;  -0.767;       0;     0.0;    -2.3
19.01.2024 00:22:00;   -1.95;   0.880;  -0.011;  -1.076;       0;     0.0;    -2.3
19.01.2024 00:23:00;   -1.94;   0.880;  -0.012;  -0.926;       0;     0.0;    -2.3
19.01.2024 00:24:00;   -1.94;   0.880;  -0.012;  -1.032;       0;     0.0;    -2.3
19.01.2024 00:25:00;   -1.93;   0.880;  -0.011;  -1.247;       0;     0.0;    -2.3
19.01.2024 00:26:00;   -1.90;   0.881;  -0.011;  -0.944;       0;     0.0;    -2.3
19.01.2024 00:27:00;   -1.88;   0.881;  -0.011;  -2.856;       0;     0.0;    -2.2
19.01.2024 00:28:00;   -1.85;   0.881;  -0.011;  -2.343;       0;     0.0;    -2.2
19.01.2024 00:29:00;   -1.84;   0.881;  -0.011;  -1.935;       0;     0.0;    -2.2
19.01.2024 00:30:00;   -1.82;   0.880;  -0.011;  -0.871;       0;     0.0;    -2.2
19.01.2024 00:31:00;   -1.81;   0.880;  -0.011;  -1.691;       0;     0.0;    -2.2
19.01.2024 00:32:00;   -1.80;   0.880;  -0.011;  -1.575;       0;     0.0;    -2.3
19.01.2024 00:33:00;   -1.77;   0.880;  -0.011;  -2.782;       0;     0.0;    -2.3
19.01.2024 00:34:00;   -1.75;   0.880;  -0.011;  -2.274;       0;     0.0;    -2.3
19.01.2024 00:35:00;   -1.75;   0.878;  -0.012;  -2.535;       0;     0.0;    -2.3
19.01.2024 00:36:00;   -1.75;   0.878;  -0.012;  -3.498;       0;     0.0;    -2.3
19.01.2024 00:37:00;   -1.74;   0.878;  -0.012;  -2.403;       0;     0.0;    -2.4
19.01.2024 00:38:00;   -1.72;   0.879;  -0.012;  -3.271;       0;     0.0;    -2.3
19.01.2024 00:39:00;   -1.70;   0.878;  -0.012;  -3.154;       0;     0.0;    -2.3
19.01.2024 00:40:00;   -1.67;   0.879;  -0.011;  -2.412;       0;     0.0;    -2.3
19.01.2024 00:41:00;   -1.66;   0.877;  -0.011;  -2.226;       0;     0.0;    -2.3
19.01.2024 00:42:00;   -1.67;   0.875;  -0.012;  -2.023;       0;     0.0;    -2.4
19.01.2024 00:43:00;   -1.69;   0.874;  -0.012;  -0.794;       0;     0.0;    -2.4
19.01.2024 00:44:00;   -1.69;   0.874;  -0.012;  -2.243;       0;     0.0;    -2.4
19.01.2024 00:45:00;   -1.70;   0.874;  -0.012;  -1.229;       0;     0.0;    -2.4
19.01.2024 00:46:00;   -1.69;   0.874;  -0.012;  -2.960;       0;     0.0;    -2.5
19.01.2024 00:47:00;   -1.67;   0.875;  -0.012;  -2.637;       0;     0.0;    -2.4
19.01.2024 00:48:00;   -1.68;   0.873;  -0.012;  -1.238;       0;     0.0;    -2.4
19.01.2024 00:49:00;   -1.69;   0.873;  -0.012;  -0.423;       0;     0.0;    -2.4
19.01.2024 00:50:00;   -1.69;   0.873;  -0.012;  -2.298;       0;     0.0;    -2.4
19.01.2024 00:51:00;   -1.69;   0.872;  -0.012;  -3.945;       0;     0.0;    -2.4
