         Datum/Zeit;    Temp; Feuchte;   PyrUp;   PyrDn;   Regen;Lüfterdrehzahl;Globalstrahlung
24.01.2024 00:00:00;    8.39;   0.910;   0.023;  20.000;       0;     0.0;     4.6
24.01.2024 00:01:00;    8.40;   0.911;   0.023;  20.000;       0;     0.0;     4.6
24.01.2024 00:02:00;    8.45;   0.914;   0.024;  20.000;       0;     0.0;     4.7
24.01.2024 00:03:00;    8.47;   0.913;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:04:00;    8.49;   0.913;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:05:00;    8.51;   0.913;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:06:00;    8.52;   0.913;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:07:00;    8.52;   0.912;   0.025;  20.000;       0;     0.0;     4.9
24.01.2024 00:08:00;    8.53;   0.912;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:09:00;    8.53;   0.912;   0.024;  20.000;       0;     0.0;     4.7
24.01.2024 00:10:00;    8.52;   0.912;   0.024;  20.000;       0;     0.0;     4.7
24.01.2024 00:11:00;    8.54;   0.914;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:12:00;    8.57;   0.914;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:13:00;    8.56;   0.913;   0.024;  20.000;       0;     0.0;     4.7
24.01.2024 00:14:00;    8.57;   0.914;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:15:00;    8.61;   0.916;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:16:00;    8.65;   0.917;   0.025;  20.000;       0;     0.0;     4.9
24.01.2024 00:17:00;    8.67;   0.916;   0.024;  20.000;       0;     0.0;     4.9
24.01.2024 00:18:00;    8.70;   0.917;   0.024;  20.000;       0;     0.0;     4.9
24.01.2024 00:19:00;    8.74;   0.918;   0.025;  20.000;       0;     0.0;     4.9
24.01.2024 00:20:00;    8.77;   0.918;   0.025;  20.000;       0;     0.0;     4.9
24.01.2024 00:21:00;    8.82;   0.919;   0.025;  20.000;       0;     0.0;     4.9
24.01.2024 00:22:00;    8.84;   0.918;   0.025;  20.000;       0;     0.0;     5.0
24.01.2024 00:23:00;    8.86;   0.917;   0.024;  20.000;       0;     0.0;     4.8
24.01.2024 00:24:00;    8.85;   0.914;   0.024;  20.000;       0;     0.0;     4.7
24.01.2024 00:25:00;    8.85;   0.916;   0.023;  20.000;       0;     0.0;     4.6
24.01.2024 00:26:00;    8.86;   0.915;   0.023;  20.000;       0;     0.0;     4.6
24.01.2024 00:27:00;    8.85;   0.915;   0.024;  20.000;       0;     0.0;     4.7
24.01.2024 00:28:00;    8.87;   0.917;   0.024;  20.000;       0;     0.0;     4.7
