         Datum/Zeit;    Temp; Feuchte;   PyrUp;   PyrDn;   Regen;Lüfterdrehzahl;Globalstrahlung
25.02.2024 00:00:00;    3.71;   0.790;  -0.015;  -7.381;       0;     0.0;    -3.0
25.02.2024 00:01:00;    3.73;   0.792;  -0.014;  -6.232;       0;     0.0;    -2.9
25.02.2024 00:02:00;    3.77;   0.796;  -0.013;  -6.190;       0;     0.0;    -2.7
25.02.2024 00:03:00;    3.80;   0.796;  -0.013;  -6.552;       0;     0.0;    -2.5
25.02.2024 00:04:00;    3.81;   0.796;  -0.012;  -6.610;       0;     0.0;    -2.4
25.02.2024 00:05:00;    3.85;   0.798;  -0.012;  -6.589;       0;     0.0;    -2.3
25.02.2024 00:06:00;    3.86;   0.797;  -0.011;  -6.256;       0;     0.0;    -2.3
25.02.2024 00:07:00;    3.89;   0.798;  -0.011;  -6.634;       0;     0.0;    -2.2
25.02.2024 00:08:00;    3.93;   0.799;  -0.011;  -5.741;       0;     0.0;    -2.1
25.02.2024 00:09:00;    3.94;   0.797;  -0.011;  -7.263;       0;     0.0;    -2.1
25.02.2024 00:10:00;    3.95;   0.797;  -0.010;  -7.304;       0;     0.0;    -2.0
25.02.2024 00:11:00;    3.99;   0.799;  -0.010;  -6.195;       0;     0.0;    -2.0
25.02.2024 00:12:00;    4.05;   0.801;  -0.009;  -7.498;       0;     0.0;    -1.8
25.02.2024 00:13:00;    4.08;   0.799;  -0.009;  -7.602;       0;     0.0;    -1.8
25.02.2024 00:14:00;    4.10;   0.798;  -0.009;  -6.343;       0;     0.0;    -1.8
25.02.2024 00:15:00;    4.13;   0.798;  -0.009;  -8.435;       0;     0.0;    -1.8
25.02.2024 00:16:00;    4.16;   0.797;  -0.009;  -9.004;       0;     0.0;    -1.8
25.02.2024 00:17:00;    4.19;   0.796;  -0.009;  -8.807;       0;     0.0;    -1.8
25.02.2024 00:18:00;    4.20;   0.795;  -0.009;  -7.474;       0;     0.0;    -1.8
25.02.2024 00:19:00;    4.20;   0.792;  -0.010;  -7.539;       0;     0.0;    -1.9
25.02.2024 00:20:00;    4.18;   0.790;  -0.010;  -6.408;       0;     0.0;    -2.0
25.02.2024 00:21:00;    4.15;   0.789;  -0.011;  -7.416;       0;     0.0;    -2.1
25.02.2024 00:22:00;    4.12;   0.788;  -0.011;  -7.783;       0;     0.0;    -2.2
25.02.2024 00:23:00;    4.10;   0.789;  -0.011;  -7.641;       0;     0.0;    -2.2
25.02.2024 00:24:00;    4.11;   0.791;  -0.011;  -7.633;       0;     0.0;    -2.2
25.02.2024 00:25:00;    4.13;   0.792;  -0.011;  -8.684;       0;     0.0;    -2.2
25.02.2024 00:26:00;    4.14;   0.792;  -0.011;  -7.198;       0;     0.0;    -2.1
25.02.2024 00:27:00;    4.16;   0.794;  -0.011;  -7.114;       0;     0.0;    -2.1
25.02.2024 00:28:00;    4.19;   0.794;  -0.010;  -6.200;       0;     0.0;    -2.0
25.02.2024 00:29:00;    4.18;   0.792;  -0.010;  -6.337;       0;     0.0;    -2.0
