         Datum/Zeit;Geneigt CM-11(W/m2);Temp Bentham Box;Global CMP-11(W/m2);Diffus CMP-11(W/m2);CO2 Sensor; CO2 ppm;Temp AMUDIS Box
02.02.2024 00:00:00;   -4.21;    18.2;    -3.8;    -4.2;  19.988;   999.3;    20.9
02.02.2024 00:01:00;   -4.22;    18.2;    -3.8;    -4.2;  19.988;   999.3;    21.5
02.02.2024 00:02:00;   -4.16;    18.2;    -3.7;    -4.2;  19.988;   999.3;    20.5
02.02.2024 00:03:00;   -4.16;    18.2;    -3.7;    -4.2;  19.988;   999.3;    20.0
02.02.2024 00:04:00;   -4.13;    18.2;    -3.7;    -4.1;  19.988;   999.3;    20.8
02.02.2024 00:05:00;   -4.06;    18.2;    -3.6;    -4.1;  19.988;   999.3;    21.6
02.02.2024 00:06:00;   -4.04;    18.2;    -3.6;    -4.1;  19.988;   999.3;    20.4
02.02.2024 00:07:00;   -3.98;    18.2;    -3.6;    -4.0;  19.988;   999.3;    20.5
02.02.2024 00:08:00;   -3.95;    18.2;    -3.5;    -3.9;  19.988;   999.3;    21.6
02.02.2024 00:09:00;   -3.95;    18.2;    -3.5;    -3.9;  19.988;   999.3;    20.8
02.02.2024 00:10:00;   -3.90;    18.2;    -3.5;    -3.9;  19.988;   999.3;    20.4
02.02.2024 00:11:00;   -3.88;    18.2;    -3.4;    -3.9;  19.988;   999.3;    21.2
02.02.2024 00:12:00;   -3.89;    18.2;    -3.5;    -3.9;  19.988;   999.3;    21.6
02.02.2024 00:13:00;   -3.89;    18.2;    -3.4;    -3.9;  19.988;   999.3;    20.5
02.02.2024 00:14:00;   -3.92;    18.2;    -3.5;    -3.9;  19.988;   999.3;    20.0
02.02.2024 00:15:00;   -3.97;    18.2;    -3.5;    -4.0;  19.988;   999.3;    19.9
02.02.2024 00:16:00;   -4.05;    18.2;    -3.7;    -4.0;  19.988;   999.3;    21.4
02.02.2024 00:17:00;   -4.12;    18.2;    -3.9;    -4.1;  19.988;   999.3;    20.9
02.02.2024 00:18:00;   -4.16;    18.2;    -3.9;    -4.2;  19.988;   999.3;    20.5
02.02.2024 00:19:00;   -4.18;    18.2;    -3.9;    -4.2;  19.988;   999.3;    21.4
02.02.2024 00:20:00;   -4.21;    18.2;    -3.9;    -4.3;  19.988;   999.3;    20.6
02.02.2024 00:21:00;   -4.24;    18.2;    -3.9;    -4.3;  19.988;   999.3;    21.2
02.02.2024 00:22:00;   -4.25;    18.2;    -3.9;    -4.3;  19.988;   999.3;    21.3
02.02.2024 00:23:00;   -4.25;    18.2;    -3.9;    -4.3;  19.988;   999.3;    20.4
02.02.2024 00:24:00;   -4.22;    18.2;    -3.9;    -4.2;  19.988;   999.3;    20.4
02.02.2024 00:25:00;   -4.19;    18.2;    -3.9;    -4.2;  19.989;   999.3;    20.1
02.02.2024 00:26:00;   -4.22;    18.2;    -4.0;    -4.2;  19.988;   999.3;    21.5
02.02.2024 00:27:00;   -4.26;    18.2;    -4.1;    -4.3;  19.988;   999.3;    22.0
02.02.2024 00:28:00;   -4.26;    18.2;    -4.1;    -4.3;  19.988;   999.3;    20.7
02.02.2024 00:29:00;   -4.27;    18.2;    -4.0;    -4.3;  19.988;   999.3;    21.3
02.02.2024 00:30:00;   -4.25;    18.2;    -3.9;    -4.3;  19.988;   999.3;    21.1
02.02.2024 00:31:00;   -4.19;    18.2;    -3.9;    -4.2;  19.988;   999.3;    20.3
02.02.2024 00:32:00;   -4.16;    18.2;    -3.9;    -4.2;  19.988;   999.3;    21.2
02.02.2024 00:33:00;   -4.16;    18.2;    -3.9;    -4.2;  19.988;   999.3;    20.6
02.02.2024 00:34:00;   -4.16;    18.2;    -3.9;    -4.2;  19.988;   999.3;    20.5
02.02.2024 00:35:00;   -4.14;    18.2;    -3.8;    -4.2;  19.988;   999.3;    21.3
02.02.2024 00:36:00;   -4.12;    18.2;    -3.8;    -4.1;  19.988;   999.3;    21.3
02.02.2024 00:37:00;   -4.08;    18.2;    -3.8;    -4.1;  19.988;   999.3;    20.6
02.02.2024 00:38:00;   -4.13;    18.2;    -3.9;    -4.1;  19.988;   999.3;    21.5
02.02.2024 00:39:00;   -4.13;    18.2;    -3.9;    -4.1;  19.988;   999.3;    20.8
02.02.2024 00:40:00;   -4.10;    18.2;    -3.8;    -4.1;  19.988;   999.3;    20.3
02.02.2024 00:41:00;   -4.05;    18.2;    -3.7;    -4.1;  19.988;   999.3;    21.3
02.02.2024 00:42:00;   -4.01;    18.2;    -3.7;    -4.0;  19.988;   999.3;    20.7
02.02.2024 00:43:00;   -4.00;    18.2;    -3.7;    -4.0;  19.988;   999.3;    20.3
02.02.2024 00:44:00;   -3.98;    18.2;    -3.7;    -4.0;  19.988;   999.3;    21.5
02.02.2024 00:45:00;   -3.98;    18.2;    -3.7;    -4.0;  19.988;   999.3;    21.5
02.02.2024 00:46:00;   -3.95;    18.2;    -3.6;    -3.9;  19.988;   999.3;    20.4
02.02.2024 00:47:00;   -3.91;    18.2;    -3.6;    -3.9;  19.988;   999.3;    20.8
02.02.2024 00:48:00;   -3.93;    18.2;    -3.6;    -3.9;  19.988;   999.3;    21.3
02.02.2024 00:49:00;   -3.93;    18.2;    -3.6;    -3.9;  19.988;   999.3;    20.4
02.02.2024 00:50:00;   -3.98;    18.2;    -3.8;    -4.0;  19.988;   999.3;    21.4
02.02.2024 00:51:00;   -4.04;    18.2;    -3.8;    -4.0;  19.988;   999.3;    21.6
02.02.2024 00:52:00;   -4.09;    18.2;    -3.9;    -4.1;  19.988;   999.3;    20.5
02.02.2024 00:53:00;   -4.16;    18.2;    -4.0;    -4.2;  19.988;   999.3;    21.2
02.02.2024 00:54:00;   -4.16;    18.2;    -3.9;    -4.2;  19.988;   999.3;    21.3
02.02.2024 00:55:00;   -4.17;    18.2;    -3.9;    -4.2;  19.988;   999.3;    20.6
02.02.2024 00:56:00;   -4.17;    18.2;    -3.9;    -4.2;  19.988;   999.3;    21.3
02.02.2024 00:57:00;   -4.16;    18.2;    -3.9;    -4.2;  19.988;   999.3;    20.2
02.02.2024 00:58:00;   -4.14;    18.2;    -3.8;    -4.1;  19.988;   999.3;    20.0
02.02.2024 00:59:00;   -4.14;    18.2;    -3.8;    -4.1;  19.988;   999.3;    20.3
02.02.2024 01:00:00;   -4.11;    18.2;    -3.8;    -4.1;  19.988;   999.3;    21.4
02.02.2024 01:01:00;   -4.11;    18.2;    -3.8;    -4.1;  19.988;   999.3;    21.2
02.02.2024 01:02:00;   -4.10;    18.2;    -3.7;    -4.1;  19.988;   999.3;    20.3
02.02.2024 01:03:00;   -4.09;    18.2;    -3.8;    -4.1;  19.988;   999.3;    20.7
02.02.2024 01:04:00;   -4.08;    18.2;    -3.8;    -4.1;  19.988;   999.3;    21.7
02.02.2024 01:05:00;   -4.07;    18.2;    -3.7;    -4.1;  19.988;   999.3;    20.5
02.02.2024 01:06:00;   -4.07;    18.2;    -3.7;    -4.1;  19.988;   999.3;    21.0
02.02.2024 01:07:00;   -4.07;    18.2;    -3.8;    -4.1;  19.988;   999.3;    21.3
02.02.2024 01:08:00;   -4.06;    18.2;    -3.7;    -4.1;  19.989;   999.3;    20.4
02.02.2024 01:09:00;   -4.04;    18.2;    -3.8;    -4.0;  19.988;   999.3;    21.2
02.02.2024 01:10:00;   -4.06;    18.2;    -3.8;    -4.0;  19.988;   999.3;    21.5
02.02.2024 01:11:00;   -4.03;    18.2;    -3.7;    -4.0;  19.988;   999.3;    20.4
02.02.2024 01:12:00;   -4.05;    18.2;    -3.7;    -4.0;  19.988;   999.3;    20.3
02.02.2024 01:13:00;   -4.05;    18.2;    -3.8;    -4.0;  19.988;   999.3;    20.6
02.02.2024 01:14:00;   -4.07;    18.2;    -3.8;    -4.1;  19.988;   999.3;    21.2
02.02.2024 01:15:00;   -4.08;    18.2;    -3.9;    -4.1;  19.988;   999.3;    21.0
02.02.2024 01:16:00;   -4.12;    18.2;    -3.9;    -4.1;  19.988;   999.3;    21.1
02.02.2024 01:17:00;   -4.12;    18.2;    -3.9;    -4.1;  19.988;   999.3;    20.5
02.02.2024 01:18:00;   -4.16;    18.2;    -3.9;    -4.2;  19.988;   999.3;    21.3
02.02.2024 01:19:00;   -4.15;    18.2;    -3.9;    -4.2;  19.988;   999.3;    21.8
