         Datum/Zeit;Geneigt CM-11(W/m2);Temp Bentham Box;Global CMP-11(W/m2);Diffus CMP-11(W/m2);CO2 Sensor; CO2 ppm;Temp AMUDIS Box
22.01.2024 00:00:00;   -3.57;    18.0;    -3.4;    -3.6;  19.988;   999.3;    20.7
22.01.2024 00:01:00;   -3.60;    18.0;    -3.5;    -3.6;  19.988;   999.3;    21.9
22.01.2024 00:02:00;   -3.59;    18.0;    -3.5;    -3.6;  19.988;   999.3;    21.5
22.01.2024 00:03:00;   -3.57;    18.0;    -3.4;    -3.6;  19.988;   999.3;    20.7
22.01.2024 00:04:00;   -3.57;    18.0;    -3.4;    -3.6;  19.988;   999.3;    20.6
22.01.2024 00:05:00;   -3.54;    18.0;    -3.3;    -3.6;  19.988;   999.3;    20.2
22.01.2024 00:06:00;   -3.54;    18.0;    -3.3;    -3.6;  19.988;   999.3;    20.5
22.01.2024 00:07:00;   -3.53;    18.0;    -3.2;    -3.5;  19.988;   999.3;    20.4
22.01.2024 00:08:00;   -3.46;    18.0;    -2.9;    -3.5;  19.988;   999.3;    20.2
22.01.2024 00:09:00;   -3.49;    18.0;    -3.0;    -3.5;  19.988;   999.3;    20.5
22.01.2024 00:10:00;   -3.51;    18.0;    -3.0;    -3.5;  19.988;   999.3;    20.4
22.01.2024 00:11:00;   -3.48;    18.0;    -3.0;    -3.5;  19.988;   999.3;    20.4
22.01.2024 00:12:00;   -3.46;    17.9;    -3.1;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:13:00;   -3.45;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.5
22.01.2024 00:14:00;   -3.47;    17.9;    -3.2;    -3.5;  19.988;   999.3;    20.6
22.01.2024 00:15:00;   -3.47;    18.0;    -3.3;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:16:00;   -3.43;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.5
22.01.2024 00:17:00;   -3.46;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:18:00;   -3.49;    17.9;    -3.3;    -3.5;  19.988;   999.3;    20.8
22.01.2024 00:19:00;   -3.45;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:20:00;   -3.44;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.9
22.01.2024 00:21:00;   -3.44;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:22:00;   -3.45;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:23:00;   -3.44;    17.9;    -2.8;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:24:00;   -3.45;    17.9;    -3.1;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:25:00;   -3.48;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:26:00;   -3.42;    17.9;    -3.0;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:27:00;   -3.42;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.5
22.01.2024 00:28:00;   -3.48;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:29:00;   -3.46;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:30:00;   -3.47;    18.0;    -3.3;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:31:00;   -3.42;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:32:00;   -3.46;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:33:00;   -3.44;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:34:00;   -3.44;    18.0;    -3.1;    -3.4;  19.988;   999.3;    21.0
22.01.2024 00:35:00;   -3.48;    18.0;    -3.3;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:36:00;   -3.44;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:37:00;   -3.45;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:38:00;   -3.42;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:39:00;   -3.40;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:40:00;   -3.43;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:41:00;   -3.41;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:42:00;   -3.43;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:43:00;   -3.44;    18.0;    -3.2;    -3.4;  19.988;   999.3;    21.5
22.01.2024 00:44:00;   -3.39;    18.0;    -3.1;    -3.4;  19.988;   999.3;    21.3
22.01.2024 00:45:00;   -3.43;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.8
22.01.2024 00:46:00;   -3.49;    18.0;    -3.4;    -3.4;  19.988;   999.3;    21.2
22.01.2024 00:47:00;   -3.42;    18.0;    -3.2;    -3.5;  19.988;   999.3;    21.5
22.01.2024 00:48:00;   -3.43;    18.0;    -3.3;    -3.4;  19.988;   999.3;    20.7
22.01.2024 00:49:00;   -3.42;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.1
22.01.2024 00:50:00;   -3.35;    18.0;    -2.7;    -3.4;  19.988;   999.3;    20.2
22.01.2024 00:51:00;   -3.37;    18.0;    -2.7;    -3.4;  19.988;   999.3;    20.0
22.01.2024 00:52:00;   -3.38;    18.0;    -3.0;    -3.4;  19.988;   999.3;    20.1
22.01.2024 00:53:00;   -3.39;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.4
22.01.2024 00:54:00;   -3.40;    18.0;    -3.0;    -3.4;  19.988;   999.3;    21.2
22.01.2024 00:55:00;   -3.36;    18.0;    -2.9;    -3.4;  19.988;   999.3;    20.6
22.01.2024 00:56:00;   -3.39;    18.0;    -3.1;    -3.4;  19.987;   999.3;    20.6
22.01.2024 00:57:00;   -3.40;    17.9;    -3.0;    -3.4;  19.988;   999.3;    20.3
22.01.2024 00:58:00;   -3.39;    18.0;    -3.0;    -3.4;  19.987;   999.3;    20.5
22.01.2024 00:59:00;   -3.41;    18.0;    -3.1;    -3.4;  19.987;   999.3;    20.5
22.01.2024 01:00:00;   -3.39;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.9
22.01.2024 01:01:00;   -3.36;    18.0;    -3.0;    -3.3;  19.987;   999.3;    22.0
22.01.2024 01:02:00;   -3.43;    17.9;    -3.2;    -3.4;  19.988;   999.3;    20.9
22.01.2024 01:03:00;   -3.46;    18.0;    -3.2;    -3.4;  19.988;   999.3;    20.5
22.01.2024 01:04:00;   -3.50;    18.0;    -3.2;    -3.4;  19.988;   999.3;    21.2
22.01.2024 01:05:00;   -3.53;    18.0;    -3.2;    -3.4;  19.988;   999.3;    21.6
22.01.2024 01:06:00;   -3.50;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.7
22.01.2024 01:07:00;   -3.52;    18.0;    -3.1;    -3.4;  19.988;   999.3;    20.4
22.01.2024 01:08:00;   -3.69;    18.0;    -3.3;    -3.4;  19.988;   999.3;    21.1
22.01.2024 01:09:00;   -3.93;    18.0;    -3.6;    -3.5;  19.988;   999.3;    20.7
22.01.2024 01:10:00;   -4.19;    18.0;    -3.8;    -3.7;  19.988;   999.3;    20.4
22.01.2024 01:11:00;   -4.47;    18.0;    -4.1;    -3.9;  19.988;   999.3;    20.1
22.01.2024 01:12:00;   -4.72;    18.0;    -4.3;    -4.1;  19.988;   999.3;    20.5
22.01.2024 01:13:00;   -4.96;    18.0;    -4.5;    -4.4;  19.988;   999.3;    20.3
22.01.2024 01:14:00;   -5.10;    18.0;    -4.5;    -4.5;  19.988;   999.3;    20.2
22.01.2024 01:15:00;   -5.13;    18.0;    -4.5;    -4.5;  19.988;   999.3;    20.0
22.01.2024 01:16:00;   -5.09;    18.0;    -4.5;    -4.6;  19.988;   999.3;    20.3
22.01.2024 01:17:00;   -5.04;    18.0;    -4.4;    -4.6;  19.988;   999.3;    20.3
22.01.2024 01:18:00;   -4.90;    17.9;    -4.4;    -4.6;  19.987;   999.3;    20.3
22.01.2024 01:19:00;   -4.79;    17.9;    -4.2;    -4.5;  19.988;   999.3;    20.7
22.01.2024 01:20:00;   -4.71;    18.0;    -4.1;    -4.5;  19.988;   999.3;    20.5
22.01.2024 01:21:00;   -4.70;    17.9;    -4.2;    -4.5;  19.988;   999.3;    20.6
22.01.2024 01:22:00;   -4.67;    17.9;    -4.2;    -4.5;  19.988;   999.3;    20.7
22.01.2024 01:23:00;   -4.59;    18.0;    -4.0;    -4.5;  19.988;   999.3;    20.6
22.01.2024 01:24:00;   -4.54;    18.0;    -4.0;    -4.4;  19.988;   999.3;    20.7
22.01.2024 01:25:00;   -4.47;    18.0;    -4.0;    -4.4;  19.988;   999.3;    20.8
22.01.2024 01:26:00;   -4.38;    17.9;    -3.9;    -4.3;  19.988;   999.3;    21.5
