         Datum/Zeit;Geneigt CM-11(W/m2);Temp Bentham Box;Global CMP-11(W/m2);Diffus CMP-11(W/m2);CO2 Sensor; CO2 ppm;Temp AMUDIS Box
21.01.2024 00:00:00;   -4.35;    18.1;    -4.3;    -4.5;  19.988;   999.3;    20.1
21.01.2024 00:01:00;   -4.36;    18.1;    -4.3;    -4.5;  19.988;   999.3;    20.1
21.01.2024 00:02:00;   -4.38;    18.1;    -4.4;    -4.5;  19.989;   999.3;    20.8
21.01.2024 00:03:00;   -4.40;    18.1;    -4.4;    -4.6;  19.988;   999.3;    21.3
21.01.2024 00:04:00;   -4.43;    18.1;    -4.5;    -4.6;  19.988;   999.3;    20.5
21.01.2024 00:05:00;   -4.48;    18.1;    -4.6;    -4.7;  19.988;   999.3;    20.7
21.01.2024 00:06:00;   -4.47;    18.0;    -4.5;    -4.7;  19.988;   999.3;    21.5
21.01.2024 00:07:00;   -4.52;    18.1;    -4.6;    -4.7;  19.988;   999.3;    20.8
21.01.2024 00:08:00;   -4.45;    18.1;    -4.5;    -4.7;  19.988;   999.3;    20.1
21.01.2024 00:09:00;   -4.43;    18.1;    -4.5;    -4.6;  19.988;   999.3;    21.1
21.01.2024 00:10:00;   -4.43;    18.1;    -4.5;    -4.6;  19.988;   999.3;    21.5
21.01.2024 00:11:00;   -4.39;    18.1;    -4.4;    -4.6;  19.988;   999.3;    20.2
21.01.2024 00:12:00;   -4.28;    18.1;    -4.2;    -4.5;  19.988;   999.3;    20.2
21.01.2024 00:13:00;   -4.23;    18.1;    -4.2;    -4.4;  19.988;   999.3;    21.0
21.01.2024 00:14:00;   -4.15;    18.0;    -4.1;    -4.3;  19.988;   999.3;    20.9
21.01.2024 00:15:00;   -4.07;    18.0;    -4.0;    -4.2;  19.988;   999.3;    20.2
21.01.2024 00:16:00;   -4.01;    18.0;    -3.9;    -4.2;  19.989;   999.3;    20.5
21.01.2024 00:17:00;   -3.98;    18.1;    -3.9;    -4.1;  19.989;   999.3;    21.3
21.01.2024 00:18:00;   -3.94;    18.1;    -3.7;    -4.0;  19.988;   999.3;    20.4
21.01.2024 00:19:00;   -3.89;    18.1;    -3.7;    -4.0;  19.988;   999.3;    20.2
21.01.2024 00:20:00;   -3.87;    18.0;    -3.6;    -4.0;  19.988;   999.3;    21.2
21.01.2024 00:21:00;   -3.77;    18.1;    -3.3;    -3.9;  19.989;   999.3;    20.7
21.01.2024 00:22:00;   -3.73;    18.1;    -3.3;    -3.8;  19.988;   999.3;    20.0
21.01.2024 00:23:00;   -3.71;    18.1;    -3.3;    -3.8;  19.988;   999.3;    20.7
21.01.2024 00:24:00;   -3.70;    18.1;    -3.3;    -3.8;  19.988;   999.3;    21.4
21.01.2024 00:25:00;   -3.73;    18.1;    -3.6;    -3.8;  19.988;   999.3;    20.5
21.01.2024 00:26:00;   -3.75;    18.1;    -3.6;    -3.9;  19.988;   999.3;    20.3
21.01.2024 00:27:00;   -3.80;    18.0;    -3.7;    -3.9;  19.988;   999.3;    21.1
21.01.2024 00:28:00;   -3.80;    18.0;    -3.6;    -3.9;  19.988;   999.3;    21.3
21.01.2024 00:29:00;   -3.81;    18.0;    -3.5;    -3.9;  19.988;   999.3;    20.3
21.01.2024 00:30:00;   -3.86;    18.1;    -3.6;    -4.0;  19.988;   999.3;    20.5
21.01.2024 00:31:00;   -3.88;    18.1;    -3.5;    -4.0;  19.988;   999.3;    21.3
21.01.2024 00:32:00;   -3.93;    18.0;    -3.6;    -4.1;  19.988;   999.3;    20.3
21.01.2024 00:33:00;   -4.01;    18.0;    -3.7;    -4.2;  19.988;   999.3;    19.9
21.01.2024 00:34:00;   -4.09;    18.0;    -3.9;    -4.2;  19.988;   999.3;    21.0
21.01.2024 00:35:00;   -4.14;    18.1;    -3.8;    -4.3;  19.988;   999.3;    20.4
21.01.2024 00:36:00;   -4.23;    18.1;    -4.0;    -4.4;  19.988;   999.3;    20.2
21.01.2024 00:37:00;   -4.34;    18.1;    -4.2;    -4.5;  19.988;   999.3;    21.3
21.01.2024 00:38:00;   -4.42;    18.1;    -4.3;    -4.6;  19.988;   999.3;    21.2
21.01.2024 00:39:00;   -4.51;    18.0;    -4.5;    -4.8;  19.988;   999.3;    20.1
21.01.2024 00:40:00;   -4.57;    18.0;    -4.6;    -4.8;  19.988;   999.3;    20.6
21.01.2024 00:41:00;   -4.61;    18.1;    -4.7;    -4.9;  19.988;   999.3;    21.2
21.01.2024 00:42:00;   -4.65;    18.0;    -4.7;    -5.0;  19.988;   999.3;    20.3
21.01.2024 00:43:00;   -4.66;    18.0;    -4.7;    -5.0;  19.988;   999.3;    20.5
21.01.2024 00:44:00;   -4.65;    18.0;    -4.5;    -5.0;  19.988;   999.3;    20.8
21.01.2024 00:45:00;   -4.62;    18.0;    -4.5;    -4.9;  19.988;   999.3;    20.3
21.01.2024 00:46:00;   -4.58;    18.0;    -4.3;    -4.9;  19.988;   999.3;    20.6
21.01.2024 00:47:00;   -4.60;    18.1;    -4.2;    -4.9;  19.988;   999.3;    21.4
21.01.2024 00:48:00;   -4.57;    18.1;    -4.2;    -4.9;  19.988;   999.3;    20.5
21.01.2024 00:49:00;   -4.57;    18.1;    -4.2;    -4.9;  19.988;   999.3;    20.6
21.01.2024 00:50:00;   -4.55;    18.0;    -4.1;    -4.8;  19.988;   999.3;    20.6
21.01.2024 00:51:00;   -4.62;    18.1;    -4.4;    -4.9;  19.988;   999.3;    20.3
21.01.2024 00:52:00;   -4.61;    18.1;    -4.4;    -4.9;  19.988;   999.3;    20.6
21.01.2024 00:53:00;   -4.55;    18.1;    -4.1;    -4.9;  19.988;   999.3;    20.3
21.01.2024 00:54:00;   -4.55;    18.1;    -4.3;    -4.8;  19.988;   999.3;    20.1
21.01.2024 00:55:00;   -4.55;    18.0;    -4.4;    -4.8;  19.988;   999.3;    19.9
21.01.2024 00:56:00;   -4.59;    18.0;    -4.5;    -4.9;  19.988;   999.3;    20.2
21.01.2024 00:57:00;   -4.56;    18.0;    -4.4;    -4.9;  19.988;   999.3;    20.2
21.01.2024 00:58:00;   -4.57;    18.0;    -4.4;    -4.9;  19.988;   999.3;    21.4
21.01.2024 00:59:00;   -4.59;    18.0;    -4.6;    -4.9;  19.988;   999.3;    21.4
21.01.2024 01:00:00;   -4.61;    18.0;    -4.6;    -4.9;  19.988;   999.3;    20.7
21.01.2024 01:01:00;   -4.56;    18.1;    -4.3;    -4.9;  19.988;   999.3;    20.4
21.01.2024 01:02:00;   -4.57;    18.0;    -4.4;    -4.9;  19.988;   999.3;    21.1
21.01.2024 01:03:00;   -4.52;    18.0;    -4.3;    -4.8;  19.988;   999.3;    21.4
21.01.2024 01:04:00;   -4.53;    18.0;    -4.5;    -4.8;  19.988;   999.3;    20.6
21.01.2024 01:05:00;   -4.52;    18.0;    -4.5;    -4.8;  19.988;   999.3;    20.5
21.01.2024 01:06:00;   -4.54;    18.0;    -4.6;    -4.8;  19.988;   999.3;    21.3
21.01.2024 01:07:00;   -4.57;    18.0;    -4.7;    -4.8;  19.988;   999.3;    21.8
21.01.2024 01:08:00;   -4.63;    18.1;    -4.9;    -4.9;  19.988;   999.3;    20.7
21.01.2024 01:09:00;   -4.67;    18.0;    -5.0;    -4.9;  19.988;   999.3;    21.4
21.01.2024 01:10:00;   -4.64;    18.0;    -5.0;    -4.9;  19.988;   999.3;    21.1
21.01.2024 01:11:00;   -4.58;    18.1;    -4.9;    -4.8;  19.988;   999.3;    20.2
21.01.2024 01:12:00;   -4.56;    18.1;    -5.0;    -4.8;  19.988;   999.3;    21.0
21.01.2024 01:13:00;   -4.52;    18.1;    -4.9;    -4.8;  19.988;   999.3;    20.3
21.01.2024 01:14:00;   -4.51;    18.0;    -4.9;    -4.7;  19.988;   999.3;    19.7
21.01.2024 01:15:00;   -4.50;    18.0;    -4.9;    -4.7;  19.988;   999.3;    20.4
21.01.2024 01:16:00;   -4.47;    18.0;    -4.8;    -4.7;  19.989;   999.3;    21.0
21.01.2024 01:17:00;   -4.43;    18.1;    -4.6;    -4.6;  19.988;   999.3;    20.0
21.01.2024 01:18:00;   -4.42;    18.1;    -4.6;    -4.6;  19.988;   999.3;    20.1
21.01.2024 01:19:00;   -4.43;    18.1;    -4.7;    -4.6;  19.988;   999.3;    20.8
21.01.2024 01:20:00;   -4.44;    18.1;    -4.7;    -4.7;  19.988;   999.3;    20.9
21.01.2024 01:21:00;   -4.45;    18.1;    -4.7;    -4.7;  19.988;   999.3;    20.4
21.01.2024 01:22:00;   -4.44;    18.1;    -4.7;    -4.7;  19.988;   999.3;    20.8
21.01.2024 01:23:00;   -4.42;    18.0;    -4.6;    -4.7;  19.988;   999.3;    21.5
21.01.2024 01:24:00;   -4.41;    18.1;    -4.6;    -4.6;  19.988;   999.3;    20.6
21.01.2024 01:25:00;   -4.40;    18.1;    -4.5;    -4.6;  19.988;   999.3;    20.2
21.01.2024 01:26:00;   -4.45;    18.1;    -4.6;    -4.7;  19.988;   999.3;    21.4
21.01.2024 01:27:00;   -4.47;    18.1;    -4.7;    -4.7;  19.988;   999.3;    21.2
