         Datum/Zeit;Geneigt CM-11(W/m2);Temp Bentham Box;Global CMP-11(W/m2);Diffus CMP-11(W/m2);CO2 Sensor; CO2 ppm;Temp AMUDIS Box
19.01.2024 00:00:00;   -6.07;    18.0;    -5.7;    -6.4;  19.988;   999.3;    21.0
19.01.2024 00:01:00;   -6.01;    18.0;    -5.5;    -6.4;  19.988;   999.3;    21.1
19.01.2024 00:02:00;   -6.02;    18.0;    -5.6;    -6.4;  19.988;   999.3;    20.2
19.01.2024 00:03:00;   -6.06;    18.0;    -5.7;    -6.4;  19.988;   999.3;    21.1
19.01.2024 00:04:00;   -6.16;    18.0;    -5.9;    -6.5;  19.988;   999.3;    21.4
19.01.2024 00:05:00;   -6.18;    18.0;    -5.8;    -6.5;  19.988;   999.3;    20.4
19.01.2024 00:06:00;   -6.20;    18.0;    -5.8;    -6.5;  19.988;   999.3;    20.5
19.01.2024 00:07:00;   -6.12;    18.0;    -5.5;    -6.5;  19.988;   999.3;    21.1
19.01.2024 00:08:00;   -6.10;    18.0;    -5.7;    -6.4;  19.988;   999.3;    20.4
19.01.2024 00:09:00;   -6.09;    18.0;    -5.7;    -6.4;  19.988;   999.3;    20.5
19.01.2024 00:10:00;   -6.09;    18.0;    -5.7;    -6.4;  19.988;   999.3;    21.2
19.01.2024 00:11:00;   -6.11;    18.0;    -5.8;    -6.4;  19.988;   999.3;    20.5
19.01.2024 00:12:00;   -6.17;    18.0;    -5.9;    -6.5;  19.988;   999.3;    20.5
19.01.2024 00:13:00;   -6.18;    18.0;    -6.0;    -6.5;  19.988;   999.3;    21.2
19.01.2024 00:14:00;   -6.20;    18.0;    -5.8;    -6.5;  19.988;   999.3;    20.6
19.01.2024 00:15:00;   -6.10;    18.0;    -5.4;    -6.5;  19.988;   999.3;    19.9
19.01.2024 00:16:00;   -6.03;    18.0;    -5.3;    -6.4;  19.988;   999.3;    20.1
19.01.2024 00:17:00;   -6.02;    18.0;    -5.5;    -6.4;  19.988;   999.3;    21.3
