         Datum/Zeit;Psychro T;Psychro Tf;Pyranometer CM3;Temperatur; Feuchte;   Regen;Wind (m/s);Druck (hPa);Windmax (m/s)
09.02.2024 00:00:00;   90.93;  -50.00;   40.00;    1.29;   0.945;       0;    3.92;  986.91;    5.97
09.02.2024 00:01:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       0;    3.83;  986.88;    5.69
09.02.2024 00:02:00;   95.97;  -50.00;   40.00;    1.29;   0.945;       0;    2.76;  986.86;    5.69
09.02.2024 00:03:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       3;    3.68;  986.82;    5.30
09.02.2024 00:04:00;  101.00;  -50.00;   40.00;    1.30;   0.945;       0;    3.53;  986.84;    5.36
09.02.2024 00:05:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       3;    2.96;  986.84;    3.81
09.02.2024 00:06:00;   90.93;  -50.00;   40.00;    1.29;   0.944;       0;    3.50;  986.86;    5.12
09.02.2024 00:07:00;  101.00;  -50.00;   40.00;    1.29;   0.944;       4;    4.58;  986.88;    6.24
09.02.2024 00:08:00;   90.93;  -50.00;   40.00;    1.30;   0.945;       3;    2.15;  986.86;    3.48
09.02.2024 00:09:00;  101.00;  -50.00;   40.00;    1.30;   0.945;       3;    3.45;  986.83;    5.88
09.02.2024 00:10:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       4;    3.31;  986.79;    5.14
09.02.2024 00:11:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       4;    3.24;  986.77;    6.16
09.02.2024 00:12:00;  101.00;  -50.00;   40.00;    1.30;   0.945;       3;    3.63;  986.70;    4.22
09.02.2024 00:13:00;   80.87;  -50.00;   40.00;    1.30;   0.945;       4;    2.51;  986.70;    3.68
09.02.2024 00:14:00;  101.00;  -50.00;   40.00;    1.30;   0.945;       3;    3.22;  986.67;    5.56
09.02.2024 00:15:00;  101.00;  -50.00;   40.00;    1.30;   0.945;       4;    3.58;  986.65;    5.56
09.02.2024 00:16:00;   90.93;  -50.00;   40.00;    1.30;   0.945;       3;    3.02;  986.65;    3.96
09.02.2024 00:17:00;  101.00;  -50.00;   40.00;    1.30;   0.945;       4;    2.97;  986.64;    4.14
09.02.2024 00:18:00;   85.90;  -50.00;   40.00;    1.30;   0.945;       4;    3.20;  986.64;    5.16
09.02.2024 00:19:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       3;    3.64;  986.63;    5.40
09.02.2024 00:20:00;  101.00;  -50.00;   40.00;    1.29;   0.944;       3;    4.17;  986.63;    5.75
09.02.2024 00:21:00;  101.00;  -50.00;   40.00;    1.28;   0.944;       3;    2.37;  986.62;    3.12
09.02.2024 00:22:00;   90.93;  -50.00;   40.00;    1.28;   0.944;       0;    2.99;  986.63;    5.53
09.02.2024 00:23:00;  101.00;  -50.00;   40.00;    1.28;   0.944;       5;    3.16;  986.58;    4.71
09.02.2024 00:24:00;  101.00;  -50.00;   40.00;    1.28;   0.945;       0;    2.58;  986.56;    6.53
09.02.2024 00:25:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       4;    3.64;  986.53;    6.53
09.02.2024 00:26:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       0;    3.66;  986.53;    5.71
09.02.2024 00:27:00;   90.93;  -50.00;   40.00;    1.29;   0.945;       5;    3.37;  986.55;    4.45
09.02.2024 00:28:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       0;    4.02;  986.55;    7.00
09.02.2024 00:29:00;  101.00;  -50.00;   40.00;    1.28;   0.945;       5;    4.56;  986.54;    6.14
09.02.2024 00:30:00;  101.00;  -50.00;   40.00;    1.28;   0.944;       0;    2.24;  986.54;    3.59
09.02.2024 00:31:00;   90.93;  -50.00;   40.00;    1.28;   0.945;       4;    2.30;  986.53;    3.95
09.02.2024 00:32:00;   90.93;  -50.00;   40.00;    1.28;   0.945;       0;    2.30;  986.50;    5.41
09.02.2024 00:33:00;  101.00;  -50.00;   40.00;    1.29;   0.945;       4;    2.92;  986.49;    5.41
09.02.2024 00:34:00;  101.00;  -50.00;   40.00;    1.28;   0.945;       0;    1.83;  986.49;    2.78
09.02.2024 00:35:00;  101.00;  -50.00;   40.00;    1.28;   0.945;       4;    3.59;  986.46;    5.21
09.02.2024 00:36:00;  101.00;  -50.00;   40.00;    1.28;   0.945;       0;    4.05;  986.44;    6.47
09.02.2024 00:37:00;  101.00;  -50.00;   40.00;    1.28;   0.944;       5;    2.99;  986.44;    4.56
09.02.2024 00:38:00;  101.00;  -50.00;   40.00;    1.28;   0.945;       0;    2.57;  986.43;    3.20
09.02.2024 00:39:00;   90.93;  -50.00;   40.00;    1.28;   0.945;       5;    2.26;  986.42;    3.58
09.02.2024 00:40:00;   90.93;  -50.00;   40.00;    1.28;   0.945;       0;    3.21;  986.43;    4.32
09.02.2024 00:41:00;  101.00;  -50.00;   40.00;    1.27;   0.944;       4;    2.98;  986.39;    4.18
09.02.2024 00:42:00;   95.97;  -50.00;   40.00;    1.27;   0.944;       0;    2.81;  986.35;    4.65
