         Datum/Zeit;Psychro T;Psychro Tf;Pyranometer CM3;Temperatur; Feuchte;   Regen;Wind (m/s);Druck (hPa);Windmax (m/s)
02.01.2024 00:00:00;  101.00;  100.00;   40.00;    4.84;   0.838;       0;    1.36;  999.39;    1.89
02.01.2024 00:01:00;  101.00;  100.00;   40.00;    4.82;   0.838;       0;    1.32;  999.40;    1.78
02.01.2024 00:02:00;  101.00;  100.00;   40.00;    4.83;   0.839;       0;    1.42;  999.38;    1.78
02.01.2024 00:03:00;  101.00;  100.00;   40.00;    4.83;   0.840;       0;    1.73;  999.37;    2.19
02.01.2024 00:04:00;   90.93;  100.00;   40.00;    4.83;   0.841;       0;    1.95;  999.35;    2.61
02.01.2024 00:05:00;  101.00;  100.00;   40.00;    4.83;   0.841;       0;    1.50;  999.33;    1.78
02.01.2024 00:06:00;  101.00;  100.00;   40.00;    4.83;   0.840;       0;    1.71;  999.31;    2.14
02.01.2024 00:07:00;  101.00;  100.00;   40.00;    4.83;   0.841;       0;    1.65;  999.27;    2.11
02.01.2024 00:08:00;  101.00;  100.00;   40.00;    4.82;   0.841;       0;    1.15;  999.25;    1.54
02.01.2024 00:09:00;  101.00;  100.00;   40.00;    4.80;   0.839;       0;    0.77;  999.23;    1.27
02.01.2024 00:10:00;  101.00;  100.00;   40.00;    4.78;   0.839;       0;    1.82;  999.23;    2.68
02.01.2024 00:11:00;  101.00;  100.00;   40.00;    4.78;   0.840;       0;    1.37;  999.21;    2.29
02.01.2024 00:12:00;  101.00;  100.00;   40.00;    4.77;   0.840;       0;    1.84;  999.20;    2.38
02.01.2024 00:13:00;  101.00;  100.00;   40.00;    4.77;   0.842;       0;    1.20;  999.18;    1.54
02.01.2024 00:14:00;   95.97;  100.00;   40.00;    4.78;   0.842;       0;    1.45;  999.17;    1.74
02.01.2024 00:15:00;   95.97;  100.00;   40.00;    4.77;   0.841;       0;    1.32;  999.15;    1.98
02.01.2024 00:16:00;  101.00;  100.00;   40.00;    4.75;   0.841;       0;    1.06;  999.14;    1.34
02.01.2024 00:17:00;  101.00;  100.00;   40.00;    4.73;   0.840;       0;    1.41;  999.11;    1.96
02.01.2024 00:18:00;  101.00;  100.00;   40.00;    4.72;   0.841;       0;    1.47;  999.09;    2.12
