         Datum/Zeit;Psychro T;Psychro Tf;Pyranometer CM3;Temperatur; Feuchte;   Regen;Wind (m/s);Druck (hPa);Windmax (m/s)
23.02.2024 00:00:00;  101.00;  -50.00;   40.00;    9.30;   0.583;       0;    8.01;  977.80;   12.34
23.02.2024 00:01:00;  101.00;  -50.00;   40.00;    9.30;   0.582;       0;    6.43;  977.76;    8.68
23.02.2024 00:02:00;  101.00;  -50.00;   40.00;    9.29;   0.580;       0;    7.20;  977.82;   10.72
23.02.2024 00:03:00;  101.00;  -50.00;   40.00;    9.29;   0.579;       0;    7.35;  977.89;   11.25
23.02.2024 00:04:00;  101.00;  -50.00;   40.00;    9.28;   0.579;       0;    5.94;  977.95;   10.36
23.02.2024 00:05:00;  101.00;  -50.00;   40.00;    9.27;   0.578;       0;    6.94;  977.96;   12.82
23.02.2024 00:06:00;  101.00;  -50.00;   40.00;    9.25;   0.578;       0;    9.47;  977.96;   12.60
23.02.2024 00:07:00;  101.00;  -50.00;   40.00;    9.24;   0.578;       0;    9.23;  978.00;   13.38
23.02.2024 00:08:00;   95.97;  -50.00;   40.00;    9.23;   0.577;       0;    8.76;  978.01;   14.55
23.02.2024 00:09:00;   80.87;  -50.00;   40.00;    9.24;   0.576;       0;    7.36;  978.13;   10.42
23.02.2024 00:10:00;  101.00;  -50.00;   40.00;    9.24;   0.576;       0;    7.93;  978.12;   12.99
23.02.2024 00:11:00;  101.00;  -50.00;   40.00;    9.25;   0.576;       0;    8.97;  978.19;   12.99
23.02.2024 00:12:00;  101.00;  -50.00;   40.00;    9.24;   0.576;       0;    9.17;  978.15;   12.31
23.02.2024 00:13:00;  101.00;  -50.00;   40.00;    9.22;   0.577;       0;    7.20;  978.11;   11.00
23.02.2024 00:14:00;  101.00;  -50.00;   40.00;    9.21;   0.578;       0;    7.53;  978.27;   13.95
23.02.2024 00:15:00;  101.00;  -50.00;   40.00;    9.22;   0.578;       0;   10.44;  978.30;   14.29
23.02.2024 00:16:00;  101.00;  -50.00;   40.00;    9.25;   0.578;       0;    8.22;  978.28;   14.96
23.02.2024 00:17:00;  101.00;  -50.00;   40.00;    9.27;   0.577;       0;    7.65;  978.29;   13.10
23.02.2024 00:18:00;   90.93;  -50.00;   40.00;    9.27;   0.576;       0;    9.24;  978.23;   14.92
23.02.2024 00:19:00;   75.83;  -50.00;   40.00;    9.28;   0.576;       0;    8.11;  978.25;   11.28
23.02.2024 00:20:00;   90.93;  -50.00;   40.00;    9.29;   0.575;       0;    8.79;  978.28;   12.83
23.02.2024 00:21:00;  101.00;  -50.00;   40.00;    9.29;   0.575;       0;    8.31;  978.21;   11.69
23.02.2024 00:22:00;  101.00;  -50.00;   40.00;    9.29;   0.576;       0;    6.85;  978.23;    9.23
23.02.2024 00:23:00;  101.00;  -50.00;   40.00;    9.28;   0.576;       0;    8.92;  978.31;   11.52
23.02.2024 00:24:00;  101.00;  -50.00;   40.00;    9.27;   0.576;       0;    8.69;  978.30;   12.75
23.02.2024 00:25:00;  101.00;  -50.00;   40.00;    9.26;   0.575;       0;    7.00;  978.39;   10.75
23.02.2024 00:26:00;  101.00;  -50.00;   40.00;    9.26;   0.575;       0;    8.73;  978.45;   11.81
23.02.2024 00:27:00;  101.00;  -50.00;   40.00;    9.25;   0.575;       0;    7.71;  978.44;   11.81
23.02.2024 00:28:00;  101.00;  -50.00;   40.00;    9.25;   0.576;       0;    6.99;  978.47;    8.56
23.02.2024 00:29:00;  101.00;  -50.00;   40.00;    9.24;   0.577;       0;    6.35;  978.40;    9.70
23.02.2024 00:30:00;  101.00;  -50.00;   40.00;    9.22;   0.578;       0;    6.66;  978.39;    9.28
