         Datum/Zeit;Psychro T;Psychro Tf;Pyranometer CM3;Temperatur; Feuchte;   Regen;Wind (m/s);Druck (hPa);Windmax (m/s)
12.01.2024 00:00:00;  101.00;  100.00;   40.00;    0.26;   0.946;       0;    1.61; 1026.32;    1.89
12.01.2024 00:01:00;  101.00;  100.00;   40.00;    0.26;   0.946;       0;    1.48; 1026.33;    1.58
12.01.2024 00:02:00;   90.93;  100.00;   40.00;    0.26;   0.946;       0;    1.08; 1026.33;    1.42
12.01.2024 00:03:00;  101.00;  100.00;   40.00;    0.26;   0.946;       0;    1.04; 1026.32;    1.21
12.01.2024 00:04:00;  101.00;  100.00;   40.00;    0.26;   0.946;       0;    0.71; 1026.30;    0.99
12.01.2024 00:05:00;  101.00;  100.00;   40.00;    0.26;   0.947;       0;    0.97; 1026.27;    1.44
12.01.2024 00:06:00;   95.97;  100.00;   40.00;    0.27;   0.947;       0;    1.18; 1026.27;    1.60
12.01.2024 00:07:00;  101.00;  100.00;   40.00;    0.29;   0.947;       0;    1.33; 1026.27;    1.97
12.01.2024 00:08:00;  101.00;  100.00;   40.00;    0.29;   0.948;       0;    0.95; 1026.27;    1.32
12.01.2024 00:09:00;  101.00;  100.00;   40.00;    0.29;   0.947;       0;    0.95; 1026.28;    1.12
12.01.2024 00:10:00;  101.00;  100.00;   40.00;    0.29;   0.947;       0;    0.84; 1026.26;    1.19
12.01.2024 00:11:00;  101.00;  100.00;   40.00;    0.29;   0.947;       0;    1.44; 1026.23;    1.84
12.01.2024 00:12:00;  101.00;  100.00;   40.00;    0.29;   0.947;       0;    1.14; 1026.22;    1.75
12.01.2024 00:13:00;  101.00;  100.00;   40.00;    0.30;   0.947;       0;    1.20; 1026.21;    1.48
12.01.2024 00:14:00;  101.00;  100.00;   40.00;    0.30;   0.947;       0;    0.86; 1026.20;    1.05
12.01.2024 00:15:00;  101.00;  100.00;   40.00;    0.30;   0.947;       0;    1.07; 1026.20;    1.52
12.01.2024 00:16:00;  101.00;  100.00;   40.00;    0.31;   0.948;       0;    1.32; 1026.20;    1.51
12.01.2024 00:17:00;  101.00;  100.00;   40.00;    0.31;   0.948;       0;    1.29; 1026.19;    1.69
12.01.2024 00:18:00;  101.00;  100.00;   40.00;    0.31;   0.947;       0;    1.44; 1026.17;    1.68
12.01.2024 00:19:00;  101.00;  100.00;   40.00;    0.31;   0.947;       0;    1.26; 1026.15;    2.11
12.01.2024 00:20:00;  101.00;  100.00;   40.00;    0.31;   0.947;       0;    1.24; 1026.13;    2.14
12.01.2024 00:21:00;  101.00;  100.00;   40.00;    0.32;   0.947;       0;    1.08; 1026.14;    1.73
12.01.2024 00:22:00;  101.00;  100.00;   40.00;    0.32;   0.947;       0;    0.70; 1026.16;    1.09
12.01.2024 00:23:00;  101.00;  100.00;   40.00;    0.33;   0.948;       0;    0.93; 1026.17;    1.40
12.01.2024 00:24:00;   95.97;  100.00;   40.00;    0.33;   0.947;       0;    1.00; 1026.18;    1.31
12.01.2024 00:25:00;   95.97;  100.00;   40.00;    0.32;   0.947;       0;    1.24; 1026.20;    1.70
12.01.2024 00:26:00;  101.00;  100.00;   40.00;    0.32;   0.947;       0;    1.73; 1026.21;    2.01
12.01.2024 00:27:00;  101.00;  100.00;   40.00;    0.32;   0.947;       0;    1.35; 1026.21;    1.79
12.01.2024 00:28:00;  101.00;  100.00;   40.00;    0.32;   0.947;       0;    1.60; 1026.21;    1.92
12.01.2024 00:29:00;  101.00;  100.00;   40.00;    0.33;   0.947;       0;    1.05; 1026.21;    1.48
12.01.2024 00:30:00;  101.00;  100.00;   40.00;    0.33;   0.947;       0;    0.71; 1026.20;    0.88
12.01.2024 00:31:00;  101.00;  100.00;   40.00;    0.34;   0.947;       0;    0.66; 1026.20;    1.25
12.01.2024 00:32:00;  101.00;  100.00;   40.00;    0.34;   0.947;       0;    1.32; 1026.20;    1.60
12.01.2024 00:33:00;  101.00;  100.00;   40.00;    0.34;   0.947;       0;    1.35; 1026.19;    2.00
12.01.2024 00:34:00;   95.97;  100.00;   40.00;    0.34;   0.947;       0;    0.91; 1026.18;    1.41
12.01.2024 00:35:00;  101.00;  100.00;   40.00;    0.35;   0.948;       0;    0.50; 1026.18;    0.66
12.01.2024 00:36:00;  101.00;  100.00;   40.00;    0.35;   0.948;       0;    0.50; 1026.17;    0.71
12.01.2024 00:37:00;   95.97;  100.00;   40.00;    0.35;   0.948;       0;    0.53; 1026.15;    1.13
12.01.2024 00:38:00;   95.97;  100.00;   40.00;    0.35;   0.948;       0;    0.80; 1026.14;    1.13
12.01.2024 00:39:00;  101.00;  100.00;   40.00;    0.35;   0.948;       0;    0.83; 1026.11;    1.17
12.01.2024 00:40:00;  101.00;  100.00;   40.00;    0.36;   0.947;       0;    0.81; 1026.10;    1.27
12.01.2024 00:41:00;  101.00;  100.00;   40.00;    0.36;   0.948;       0;    1.33; 1026.08;    1.59
12.01.2024 00:42:00;  101.00;  100.00;   40.00;    0.38;   0.948;       0;    1.06; 1026.06;    1.34
12.01.2024 00:43:00;  101.00;  100.00;   40.00;    0.38;   0.948;       0;    1.06; 1026.06;    1.33
12.01.2024 00:44:00;   95.97;  100.00;   40.00;    0.39;   0.948;       0;    1.19; 1026.07;    1.43
12.01.2024 00:45:00;  101.00;  100.00;   40.00;    0.39;   0.948;       0;    0.80; 1026.09;    1.08
12.01.2024 00:46:00;  101.00;  100.00;   40.00;    0.40;   0.948;       0;    1.10; 1026.09;    1.60
12.01.2024 00:47:00;   95.97;  100.00;   40.00;    0.39;   0.948;       0;    1.46; 1026.07;    1.61
12.01.2024 00:48:00;   95.97;  100.00;   40.00;    0.39;   0.947;       0;    1.23; 1026.05;    1.79
12.01.2024 00:49:00;  101.00;  100.00;   40.00;    0.39;   0.947;       0;    1.40; 1026.03;    1.58
12.01.2024 00:50:00;  101.00;  100.00;   40.00;    0.39;   0.947;       0;    1.21; 1026.01;    1.94
12.01.2024 00:51:00;  101.00;  100.00;   40.00;    0.40;   0.948;       0;    1.37; 1026.03;    1.84
12.01.2024 00:52:00;  101.00;  100.00;   40.00;    0.41;   0.948;       0;    1.19; 1026.05;    1.86
12.01.2024 00:53:00;  101.00;  100.00;   40.00;    0.41;   0.948;       0;    1.10; 1026.06;    1.61
12.01.2024 00:54:00;  101.00;  100.00;   40.00;    0.42;   0.948;       0;    0.85; 1026.08;    1.17
12.01.2024 00:55:00;  101.00;  100.00;   40.00;    0.42;   0.948;       0;    1.30; 1026.08;    1.87
12.01.2024 00:56:00;  101.00;  100.00;   40.00;    0.42;   0.948;       0;    0.84; 1026.06;    1.03
12.01.2024 00:57:00;  101.00;  100.00;   40.00;    0.42;   0.947;       0;    1.00; 1026.06;    1.34
12.01.2024 00:58:00;  101.00;  100.00;   40.00;    0.41;   0.948;       0;    1.05; 1026.06;    1.71
12.01.2024 00:59:00;  101.00;  100.00;   40.00;    0.42;   0.947;       0;    1.38; 1026.06;    1.78
12.01.2024 01:00:00;  101.00;  100.00;   40.00;    0.41;   0.947;       0;    1.14; 1026.07;    1.72
12.01.2024 01:01:00;  101.00;  100.00;   40.00;    0.42;   0.948;       0;    1.58; 1026.08;    2.60
12.01.2024 01:02:00;  101.00;  100.00;   40.00;    0.43;   0.948;       0;    1.70; 1026.08;    2.22
12.01.2024 01:03:00;  101.00;  100.00;   40.00;    0.43;   0.948;       0;    1.16; 1026.10;    1.36
12.01.2024 01:04:00;  101.00;  100.00;   40.00;    0.44;   0.948;       0;    1.13; 1026.11;    1.45
12.01.2024 01:05:00;   90.93;  100.00;   40.00;    0.44;   0.948;       0;    0.85; 1026.13;    1.15
12.01.2024 01:06:00;  101.00;  100.00;   40.00;    0.45;   0.948;       0;    0.96; 1026.13;    1.23
12.01.2024 01:07:00;  101.00;  100.00;   40.00;    0.44;   0.948;       0;    0.85; 1026.12;    1.07
12.01.2024 01:08:00;  101.00;  100.00;   40.00;    0.44;   0.947;       0;    0.70; 1026.12;    1.07
12.01.2024 01:09:00;  101.00;  100.00;   40.00;    0.44;   0.947;       0;    1.06; 1026.12;    1.35
12.01.2024 01:10:00;  101.00;  100.00;   40.00;    0.44;   0.947;       0;    1.07; 1026.13;    1.45
12.01.2024 01:11:00;  101.00;  100.00;   40.00;    0.43;   0.947;       0;    1.43; 1026.13;    2.33
12.01.2024 01:12:00;  101.00;  100.00;   40.00;    0.44;   0.948;       0;    2.23; 1026.13;    2.54
12.01.2024 01:13:00;  101.00;  100.00;   40.00;    0.46;   0.948;       0;    2.11; 1026.14;    2.72
12.01.2024 01:14:00;  101.00;  100.00;   40.00;    0.46;   0.948;       0;    1.31; 1026.15;    1.71
12.01.2024 01:15:00;  101.00;  100.00;   40.00;    0.46;   0.948;       0;    1.47; 1026.16;    1.93
12.01.2024 01:16:00;  101.00;  100.00;   40.00;    0.46;   0.948;       0;    1.26; 1026.18;    2.09
12.01.2024 01:17:00;  101.00;  100.00;   40.00;    0.47;   0.948;       0;    2.05; 1026.18;    2.45
12.01.2024 01:18:00;  101.00;  100.00;   40.00;    0.48;   0.948;       0;    1.76; 1026.20;    2.58
12.01.2024 01:19:00;  101.00;  100.00;   40.00;    0.49;   0.948;       0;    2.45; 1026.23;    3.26
12.01.2024 01:20:00;  101.00;  100.00;   40.00;    0.49;   0.948;       0;    1.51; 1026.25;    2.31
12.01.2024 01:21:00;  101.00;  100.00;   40.00;    0.48;   0.948;       0;    1.39; 1026.25;    1.88
12.01.2024 01:22:00;  101.00;  100.00;   40.00;    0.49;   0.948;       0;    1.06; 1026.26;    1.78
12.01.2024 01:23:00;  101.00;  100.00;   40.00;    0.49;   0.948;       0;    1.75; 1026.27;    3.70
12.01.2024 01:24:00;  101.00;  100.00;   40.00;    0.51;   0.948;       0;    1.59; 1026.29;    2.95
12.01.2024 01:25:00;   95.97;  100.00;   40.00;    0.51;   0.948;       0;    1.93; 1026.31;    3.00
12.01.2024 01:26:00;  101.00;  100.00;   40.00;    0.51;   0.948;       0;    1.62; 1026.32;    2.39
12.01.2024 01:27:00;  101.00;  100.00;   40.00;    0.51;   0.948;       0;    1.76; 1026.31;    2.52
12.01.2024 01:28:00;   95.97;  100.00;   40.00;    0.51;   0.948;       0;    1.39; 1026.29;    2.05
12.01.2024 01:29:00;  101.00;  100.00;   40.00;    0.51;   0.948;       0;    1.92; 1026.31;    2.53
12.01.2024 01:30:00;  101.00;  100.00;   40.00;    0.52;   0.948;       0;    2.23; 1026.35;    2.67
