Datum Zeit;  Temperatur; Wind; Richtung; Peak 
08.01.2024 00:00; -1.80; 4.18; 359; 4.6
08.01.2024 00:01; -1.79; 4.55; 4; 5.2
08.01.2024 00:02; -1.76; 4.07; 17; 5.1
08.01.2024 00:03; -1.80; 4.06; 5; 4.9
08.01.2024 00:04; -1.78; 3.56; 3; 4.5
08.01.2024 00:05; -1.77; 3.81; 359; 5.5
08.01.2024 00:06; -1.79; 4.46; 7; 6.1
08.01.2024 00:07; -1.77; 4.91; 10; 5.4
08.01.2024 00:08; -1.79; 5.20; 4; 5.9
08.01.2024 00:09; -1.76; 4.52; 12; 5.4
08.01.2024 00:10; -1.72; 3.70; 20; 4.7
08.01.2024 00:11; -1.75; 3.98; 16; 4.9
08.01.2024 00:12; -1.72; 3.78; 14; 5.1
08.01.2024 00:13; -1.75; 4.74; 12; 5.9
08.01.2024 00:14; -1.73; 4.05; 7; 5.2
08.01.2024 00:15; -1.68; 3.07; 17; 4.1
08.01.2024 00:16; -1.70; 3.37; 2; 4.9
08.01.2024 00:17; -1.73; 4.17; 6; 4.9
08.01.2024 00:18; -1.69; 3.03; 5; 4.5
08.01.2024 00:19; -1.69; 3.07; 14; 3.9
08.01.2024 00:20; -1.71; 4.41; 14; 5.4
08.01.2024 00:21; -1.76; 4.47; 8; 5.4
08.01.2024 00:22; -1.76; 4.26; 3; 4.7
08.01.2024 00:23; -1.70; 4.70; 19; 5.5
08.01.2024 00:24; -1.71; 3.62; 5; 5.2
08.01.2024 00:25; -1.71; 5.02; 10; 6.1
08.01.2024 00:26; -1.66; 4.78; 23; 5.9
08.01.2024 00:27; -1.69; 3.99; 11; 4.7
08.01.2024 00:28; -1.67; 3.50; 8; 4.7
08.01.2024 00:29; -1.69; 3.89; 11; 4.9
08.01.2024 00:30; -1.70; 4.09; 12; 4.8
08.01.2024 00:31; -1.68; 3.88; 10; 4.6
08.01.2024 00:32; -1.69; 4.30; 12; 5.1
08.01.2024 00:33; -1.68; 3.24; 12; 4.5
08.01.2024 00:34; -1.68; 3.24; 14; 4.1
08.01.2024 00:35; -1.68; 3.21; 11; 4.3
08.01.2024 00:36; -1.70; 4.40; 8; 4.9
08.01.2024 00:37; -1.70; 3.96; 7; 4.7
08.01.2024 00:38; -1.69; 3.57; 8; 4.3
08.01.2024 00:39; -1.70; 6.19; 7; 7.1
08.01.2024 00:40; -1.70; 4.83; 2; 5.6
08.01.2024 00:41; -1.69; 5.31; 10; 7.2
08.01.2024 00:42; -1.72; 5.13; 13; 5.9
08.01.2024 00:43; -1.71; 4.45; 6; 5.6
08.01.2024 00:44; -1.70; 4.37; 11; 5.3
08.01.2024 00:45; -1.64; 3.66; 9; 5.2
08.01.2024 00:46; -1.71; 4.63; 5; 5.7
08.01.2024 00:47; -1.69; 5.12; 2; 6.7
08.01.2024 00:48; -1.70; 5.12; 8; 6.7
08.01.2024 00:49; -1.70; 4.87; 6; 5.8
08.01.2024 00:50; -1.69; 4.15; 0; 4.9
08.01.2024 00:51; -1.73; 5.21; 360; 6.6
08.01.2024 00:52; -1.73; 5.27; 359; 6.1
08.01.2024 00:53; -1.70; 6.00; 1; 7.6
08.01.2024 00:54; -1.71; 5.53; 354; 7.5
