Datum Zeit;  Temperatur; Wind; Richtung; Peak 
22.02.2024 00:00; 10.00; 7.77; 188; 9.8
22.02.2024 00:01; 10.10; 10.38; 188; 12.9
22.02.2024 00:02; 9.99; 7.49; 183; 9.6
22.02.2024 00:03; 9.91; 6.49; 177; 10.3
22.02.2024 00:04; 9.91; 5.77; 187; 8.4
22.02.2024 00:05; 9.91; 7.01; 187; 8.7
22.02.2024 00:06; 9.92; 7.59; 180; 9.4
22.02.2024 00:07; 9.90; 7.80; 184; 9.3
22.02.2024 00:08; 9.97; 9.41; 187; 11.7
22.02.2024 00:09; 9.93; 8.36; 189; 10.9
22.02.2024 00:10; 9.81; 5.74; 177; 8.9
22.02.2024 00:11; 9.90; 9.13; 185; 10.9
22.02.2024 00:12; 9.86; 7.60; 186; 9.6
22.02.2024 00:13; 9.82; 7.28; 183; 9.3
22.02.2024 00:14; 9.74; 4.71; 185; 8.2
22.02.2024 00:15; 9.83; 6.92; 181; 10.1
22.02.2024 00:16; 9.81; 7.06; 188; 8.9
22.02.2024 00:17; 9.81; 7.02; 188; 9.4
22.02.2024 00:18; 9.80; 6.60; 179; 8.5
22.02.2024 00:19; 9.79; 6.79; 178; 8.9
22.02.2024 00:20; 9.77; 6.36; 187; 9.6
22.02.2024 00:21; 9.75; 5.44; 176; 9.1
22.02.2024 00:22; 9.81; 8.20; 184; 10.8
22.02.2024 00:23; 9.78; 6.96; 188; 9.2
22.02.2024 00:24; 9.78; 6.86; 179; 10.2
22.02.2024 00:25; 9.78; 6.84; 180; 9.5
22.02.2024 00:26; 9.81; 7.19; 181; 8.8
22.02.2024 00:27; 9.73; 5.33; 186; 6.9
22.02.2024 00:28; 9.71; 5.92; 182; 7.6
22.02.2024 00:29; 9.72; 5.77; 179; 7.7
22.02.2024 00:30; 9.72; 6.62; 182; 8.9
22.02.2024 00:31; 9.76; 7.39; 179; 11.1
22.02.2024 00:32; 9.74; 6.64; 178; 8.3
22.02.2024 00:33; 9.78; 7.93; 187; 10.4
22.02.2024 00:34; 9.80; 8.58; 183; 9.9
22.02.2024 00:35; 9.71; 6.30; 182; 9.8
22.02.2024 00:36; 9.75; 7.57; 181; 10.4
22.02.2024 00:37; 9.77; 7.19; 180; 10.1
22.02.2024 00:38; 9.73; 5.67; 177; 8.1
22.02.2024 00:39; 9.69; 6.93; 182; 9.2
22.02.2024 00:40; 9.70; 6.61; 182; 8.4
22.02.2024 00:41; 9.68; 6.22; 184; 9.7
22.02.2024 00:42; 9.70; 8.06; 182; 10.9
22.02.2024 00:43; 9.67; 8.28; 183; 13.6
22.02.2024 00:44; 9.72; 9.52; 187; 12.1
22.02.2024 00:45; 9.64; 7.63; 185; 9.7
22.02.2024 00:46; 9.59; 6.88; 187; 9.2
22.02.2024 00:47; 9.57; 5.92; 185; 7.8
22.02.2024 00:48; 9.62; 8.02; 182; 10.9
22.02.2024 00:49; 9.56; 6.40; 182; 8.1
22.02.2024 00:50; 9.58; 6.31; 177; 9.3
22.02.2024 00:51; 9.52; 6.00; 175; 7.5
22.02.2024 00:52; 9.45; 5.41; 180; 6.7
22.02.2024 00:53; 9.52; 5.82; 184; 8.5
22.02.2024 00:54; 9.54; 7.56; 186; 8.9
22.02.2024 00:55; 9.52; 6.72; 181; 8.4
22.02.2024 00:56; 9.57; 6.69; 181; 9.5
22.02.2024 00:57; 9.52; 6.93; 186; 8.6
22.02.2024 00:58; 9.50; 6.51; 184; 8.4
22.02.2024 00:59; 9.53; 6.56; 189; 7.7
22.02.2024 01:00; 9.47; 5.93; 179; 7.2
22.02.2024 01:01; 9.47; 5.94; 176; 7.7
22.02.2024 01:02; 9.50; 5.96; 181; 7.4
22.02.2024 01:03; 9.45; 5.23; 178; 6.2
22.02.2024 01:04; 9.40; 4.36; 187; 5.9
22.02.2024 01:05; 9.53; 6.59; 180; 8.2
22.02.2024 01:06; 9.42; 5.22; 187; 7.2
22.02.2024 01:07; 9.41; 4.96; 184; 7.1
22.02.2024 01:08; 9.43; 5.71; 177; 7.2
22.02.2024 01:09; 9.45; 4.76; 181; 6.5
22.02.2024 01:10; 9.43; 5.25; 179; 7.5
22.02.2024 01:11; 9.45; 6.03; 182; 8.4
22.02.2024 01:12; 9.47; 5.56; 187; 7.9
22.02.2024 01:13; 9.37; 4.84; 178; 7.6
22.02.2024 01:14; 9.65; 8.27; 180; 10.1
22.02.2024 01:15; 9.63; 7.95; 194; 9.9
22.02.2024 01:16; 9.44; 5.24; 181; 7.5
22.02.2024 01:17; 9.38; 4.67; 183; 5.9
22.02.2024 01:18; 9.38; 5.58; 185; 7.2
22.02.2024 01:19; 9.37; 5.31; 184; 6.6
22.02.2024 01:20; 9.37; 5.12; 183; 6.7
22.02.2024 01:21; 9.34; 4.75; 187; 6.8
22.02.2024 01:22; 9.39; 5.48; 184; 7.1
22.02.2024 01:23; 9.47; 6.66; 183; 7.9
22.02.2024 01:24; 9.34; 5.37; 180; 6.9
22.02.2024 01:25; 9.42; 6.33; 176; 7.7
22.02.2024 01:26; 9.34; 5.16; 177; 6.8
22.02.2024 01:27; 9.38; 6.04; 180; 8.4
22.02.2024 01:28; 9.36; 6.33; 175; 8.2
22.02.2024 01:29; 9.40; 5.95; 181; 7.1
22.02.2024 01:30; 9.35; 5.69; 185; 6.6
22.02.2024 01:31; 9.34; 6.08; 180; 7.9
22.02.2024 01:32; 9.39; 6.49; 178; 7.9
22.02.2024 01:33; 9.39; 6.78; 182; 9.2
22.02.2024 01:34; 9.39; 6.47; 180; 8.2
22.02.2024 01:35; 9.30; 5.12; 181; 7.1
22.02.2024 01:36; 9.36; 6.75; 175; 8.4
22.02.2024 01:37; 9.29; 5.42; 183; 6.8
22.02.2024 01:38; 9.27; 5.45; 182; 6.4
22.02.2024 01:39; 9.32; 5.55; 184; 7.1
22.02.2024 01:40; 9.29; 5.89; 187; 7.6
22.02.2024 01:41; 9.31; 5.49; 176; 8.1
22.02.2024 01:42; 9.27; 5.70; 179; 7.2
22.02.2024 01:43; 9.32; 6.29; 186; 7.1
22.02.2024 01:44; 9.30; 6.11; 187; 7.5
22.02.2024 01:45; 9.25; 5.11; 179; 6.7
22.02.2024 01:46; 9.26; 5.57; 181; 6.9
22.02.2024 01:47; 9.28; 5.76; 176; 7.5
22.02.2024 01:48; 9.20; 5.11; 180; 7.6
22.02.2024 01:49; 9.26; 6.19; 186; 7.8
22.02.2024 01:50; 9.23; 5.52; 185; 6.8
22.02.2024 01:51; 9.19; 4.44; 178; 5.8
22.02.2024 01:52; 9.22; 4.84; 188; 6.1
22.02.2024 01:53; 9.26; 4.02; 182; 5.6
22.02.2024 01:54; 9.24; 5.29; 186; 6.9
22.02.2024 01:55; 9.30; 5.17; 184; 7.2
22.02.2024 01:56; 9.22; 5.00; 184; 5.9
22.02.2024 01:57; 9.23; 5.04; 181; 6.1
22.02.2024 01:58; 9.22; 5.11; 184; 6.5
22.02.2024 01:59; 9.26; 4.93; 178; 5.9
22.02.2024 02:00; 9.24; 4.68; 178; 7.7
22.02.2024 02:01; 9.25; 4.86; 185; 5.9
22.02.2024 02:02; 9.19; 4.78; 185; 5.8
22.02.2024 02:03; 9.23; 4.77; 185; 5.7
22.02.2024 02:04; 9.29; 5.63; 181; 7.9
22.02.2024 02:05; 9.18; 4.28; 179; 6.6
22.02.2024 02:06; 9.32; 5.69; 183; 6.7
22.02.2024 02:07; 9.24; 4.98; 182; 6.7
22.02.2024 02:08; 9.34; 6.18; 186; 8.6
22.02.2024 02:09; 9.25; 5.38; 194; 7.3
22.02.2024 02:10; 9.32; 5.45; 188; 7.7
22.02.2024 02:11; 9.29; 5.80; 182; 8.2
22.02.2024 02:12; 9.31; 6.24; 181; 7.9
22.02.2024 02:13; 9.37; 6.95; 181; 7.9
22.02.2024 02:14; 9.27; 5.46; 182; 7.2
22.02.2024 02:15; 9.25; 5.27; 186; 6.8
22.02.2024 02:16; 9.22; 5.12; 187; 7.7
22.02.2024 02:17; 9.21; 4.67; 186; 8.8
