Datum Zeit;  Temperatur; Wind; Richtung; Peak 
08.02.2024 00:00; 3.82; 2.83; 205; 2.9
08.02.2024 00:01; 4.05; 2.70; 203; 2.9
08.02.2024 00:02; 4.10; 2.44; 204; 2.5
08.02.2024 00:03; 4.09; 2.59; 206; 2.6
08.02.2024 00:04; 4.16; 2.36; 211; 2.5
08.02.2024 00:05; 4.17; 2.30; 212; 2.3
08.02.2024 00:06; 4.19; 2.29; 215; 2.3
08.02.2024 00:07; 4.15; 2.27; 214; 2.3
08.02.2024 00:08; 4.17; 2.30; 215; 2.3
08.02.2024 00:09; 4.15; 2.25; 216; 2.3
08.02.2024 00:10; 4.20; 2.18; 219; 2.3
08.02.2024 00:11; 4.15; 2.27; 220; 2.4
08.02.2024 00:12; 3.76; 2.33; 218; 2.4
08.02.2024 00:13; 3.89; 2.24; 219; 2.3
08.02.2024 00:14; 3.93; 2.32; 220; 2.4
08.02.2024 00:15; 3.93; 2.21; 219; 2.3
08.02.2024 00:16; 3.74; 2.02; 216; 2.1
08.02.2024 00:17; 3.73; 2.03; 217; 2.1
08.02.2024 00:18; 3.69; 1.98; 219; 2.1
08.02.2024 00:19; 3.60; 1.78; 216; 1.9
08.02.2024 00:20; 3.52; 1.70; 214; 1.8
08.02.2024 00:21; 3.41; 1.60; 214; 1.6
08.02.2024 00:22; 3.54; 1.70; 217; 1.9
08.02.2024 00:23; 3.65; 1.83; 219; 1.9
08.02.2024 00:24; 3.67; 1.83; 220; 1.9
08.02.2024 00:25; 3.71; 1.88; 223; 1.9
08.02.2024 00:26; 3.68; 1.80; 225; 1.9
08.02.2024 00:27; 3.80; 1.44; 234; 1.7
08.02.2024 00:28; 3.90; 1.35; 240; 1.4
08.02.2024 00:29; 3.90; 1.40; 241; 1.5
08.02.2024 00:30; 3.90; 1.48; 244; 1.6
08.02.2024 00:31; 3.90; 1.72; 245; 1.9
08.02.2024 00:32; 3.90; 1.95; 242; 2.1
08.02.2024 00:33; 3.99; 2.07; 241; 2.1
08.02.2024 00:34; 4.06; 1.98; 240; 2.1
08.02.2024 00:35; 4.12; 1.97; 240; 1.9
08.02.2024 00:36; 4.15; 1.95; 241; 1.9
08.02.2024 00:37; 4.10; 1.84; 242; 1.9
08.02.2024 00:38; 4.14; 1.86; 242; 1.9
08.02.2024 00:39; 4.21; 1.90; 238; 1.9
08.02.2024 00:40; 4.23; 1.90; 235; 1.9
08.02.2024 00:41; 4.28; 1.94; 234; 1.9
08.02.2024 00:42; 4.25; 1.84; 234; 1.9
08.02.2024 00:43; 4.07; 1.53; 238; 1.7
08.02.2024 00:44; 4.04; 1.50; 237; 1.7
08.02.2024 00:45; 4.23; 1.80; 233; 1.9
08.02.2024 00:46; 4.36; 1.73; 231; 1.8
08.02.2024 00:47; 4.30; 1.70; 233; 1.7
08.02.2024 00:48; 4.35; 1.64; 232; 1.7
08.02.2024 00:49; 4.40; 1.58; 231; 1.6
08.02.2024 00:50; 4.38; 1.61; 232; 1.7
08.02.2024 00:51; 4.30; 1.61; 234; 1.7
08.02.2024 00:52; 4.33; 1.60; 233; 1.6
08.02.2024 00:53; 4.38; 1.61; 232; 1.7
08.02.2024 00:54; 4.29; 1.70; 233; 1.7
08.02.2024 00:55; 4.41; 1.64; 229; 1.7
08.02.2024 00:56; 4.45; 1.64; 228; 1.7
08.02.2024 00:57; 4.49; 1.62; 228; 1.7
08.02.2024 00:58; 4.48; 1.63; 228; 1.7
08.02.2024 00:59; 4.45; 1.69; 228; 1.8
08.02.2024 01:00; 4.42; 1.67; 227; 1.8
08.02.2024 01:01; 4.37; 1.74; 227; 1.8
08.02.2024 01:02; 4.35; 1.73; 227; 1.8
08.02.2024 01:03; 4.37; 1.63; 228; 1.7
08.02.2024 01:04; 4.28; 1.83; 228; 1.9
08.02.2024 01:05; 4.25; 1.91; 227; 2.1
08.02.2024 01:06; 4.21; 1.91; 226; 1.9
08.02.2024 01:07; 4.13; 1.98; 227; 1.9
08.02.2024 01:08; 4.17; 1.90; 226; 1.9
08.02.2024 01:09; 4.17; 1.98; 227; 2.1
08.02.2024 01:10; 4.29; 1.65; 224; 1.8
08.02.2024 01:11; 4.32; 1.52; 221; 1.6
08.02.2024 01:12; 4.37; 1.19; 215; 1.4
08.02.2024 01:13; 4.40; 1.20; 213; 1.3
08.02.2024 01:14; 4.40; 1.25; 213; 1.3
08.02.2024 01:15; 4.40; 1.20; 214; 1.2
08.02.2024 01:16; 4.40; 1.16; 212; 1.2
08.02.2024 01:17; 4.40; 1.14; 213; 1.2
08.02.2024 01:18; 4.39; 1.17; 216; 1.3
08.02.2024 01:19; 4.31; 1.28; 220; 1.4
08.02.2024 01:20; 4.27; 1.40; 226; 1.5
08.02.2024 01:21; 4.03; 1.47; 224; 1.6
08.02.2024 01:22; 4.05; 1.47; 223; 1.6
08.02.2024 01:23; 3.86; 1.20; 214; 1.6
08.02.2024 01:24; 3.69; 1.09; 203; 1.2
08.02.2024 01:25; 3.62; 1.17; 198; 1.2
08.02.2024 01:26; 3.58; 1.15; 190; 1.2
08.02.2024 01:27; 3.60; 1.20; 192; 1.2
08.02.2024 01:28; 3.60; 1.21; 190; 1.3
08.02.2024 01:29; 3.67; 1.20; 194; 1.3
08.02.2024 01:30; 3.79; 1.19; 201; 1.3
08.02.2024 01:31; 4.07; 1.20; 212; 1.2
08.02.2024 01:32; 4.21; 1.23; 215; 1.3
08.02.2024 01:33; 4.22; 1.21; 214; 1.3
08.02.2024 01:34; 4.21; 1.18; 212; 1.3
08.02.2024 01:35; 4.01; 1.12; 204; 1.2
08.02.2024 01:36; 3.83; 1.20; 191; 1.3
08.02.2024 01:37; 3.71; 1.35; 177; 1.4
08.02.2024 01:38; 3.70; 1.40; 170; 1.4
08.02.2024 01:39; 3.69; 1.39; 167; 1.4
08.02.2024 01:40; 3.76; 1.30; 168; 1.4
08.02.2024 01:41; 3.80; 1.30; 168; 1.4
08.02.2024 01:42; 3.83; 1.28; 168; 1.3
08.02.2024 01:43; 3.84; 1.22; 170; 1.3
08.02.2024 01:44; 3.85; 1.20; 174; 1.3
08.02.2024 01:45; 3.98; 1.25; 185; 1.3
08.02.2024 01:46; 4.00; 1.20; 188; 1.2
08.02.2024 01:47; 4.00; 1.14; 192; 1.2
08.02.2024 01:48; 3.97; 1.11; 190; 1.2
08.02.2024 01:49; 3.79; 1.13; 173; 1.2
08.02.2024 01:50; 3.70; 1.32; 166; 1.4
08.02.2024 01:51; 3.70; 1.40; 166; 1.4
08.02.2024 01:52; 3.70; 1.40; 166; 1.4
08.02.2024 01:53; 3.70; 1.38; 166; 1.4
08.02.2024 01:54; 3.70; 1.41; 164; 1.5
08.02.2024 01:55; 3.66; 1.44; 158; 1.5
08.02.2024 01:56; 3.70; 1.38; 161; 1.5
08.02.2024 01:57; 3.80; 1.33; 167; 1.4
08.02.2024 01:58; 3.79; 1.47; 165; 1.6
08.02.2024 01:59; 3.80; 1.50; 165; 1.6
08.02.2024 02:00; 3.85; 1.56; 170; 1.7
08.02.2024 02:01; 3.93; 1.57; 178; 1.6
08.02.2024 02:02; 3.99; 1.57; 184; 1.6
08.02.2024 02:03; 3.99; 1.56; 185; 1.7
08.02.2024 02:04; 4.00; 1.44; 187; 1.6
08.02.2024 02:05; 4.00; 1.37; 188; 1.4
08.02.2024 02:06; 4.01; 1.38; 192; 1.4
08.02.2024 02:07; 4.00; 1.40; 194; 1.4
08.02.2024 02:08; 4.00; 1.42; 193; 1.5
08.02.2024 02:09; 3.99; 1.44; 192; 1.5
08.02.2024 02:10; 3.94; 1.52; 192; 1.6
08.02.2024 02:11; 3.87; 1.58; 191; 1.6
08.02.2024 02:12; 3.96; 1.63; 193; 1.7
08.02.2024 02:13; 3.88; 1.64; 188; 1.7
08.02.2024 02:14; 3.87; 1.63; 192; 1.7
08.02.2024 02:15; 3.81; 1.58; 193; 1.6
08.02.2024 02:16; 3.82; 1.46; 193; 1.6
08.02.2024 02:17; 3.65; 1.58; 191; 1.6
08.02.2024 02:18; 3.67; 1.43; 192; 1.5
08.02.2024 02:19; 3.57; 1.40; 189; 1.5
08.02.2024 02:20; 3.32; 1.30; 183; 1.3
08.02.2024 02:21; 3.20; 1.30; 183; 1.3
08.02.2024 02:22; 3.20; 1.29; 179; 1.3
08.02.2024 02:23; 3.16; 1.25; 184; 1.3
08.02.2024 02:24; 2.98; 1.24; 186; 1.3
08.02.2024 02:25; 2.91; 1.22; 187; 1.3
08.02.2024 02:26; 2.89; 1.23; 192; 1.3
08.02.2024 02:27; 2.85; 1.21; 194; 1.3
08.02.2024 02:28; 2.95; 1.11; 187; 1.2
08.02.2024 02:29; 2.95; 1.10; 186; 1.2
08.02.2024 02:30; 2.96; 1.10; 187; 1.1
08.02.2024 02:31; 2.92; 1.16; 181; 1.3
08.02.2024 02:32; 2.80; 1.32; 184; 1.4
08.02.2024 02:33; 2.86; 1.30; 178; 1.4
08.02.2024 02:34; 2.90; 1.21; 171; 1.3
08.02.2024 02:35; 3.00; 1.17; 161; 1.2
08.02.2024 02:36; 3.00; 1.20; 160; 1.3
08.02.2024 02:37; 3.01; 1.29; 161; 1.4
08.02.2024 02:38; 3.06; 1.37; 164; 1.4
08.02.2024 02:39; 3.09; 1.34; 163; 1.5
08.02.2024 02:40; 3.06; 1.39; 167; 1.6
08.02.2024 02:41; 3.07; 1.38; 166; 1.5
08.02.2024 02:42; 3.09; 1.54; 165; 1.7
08.02.2024 02:43; 3.06; 1.40; 164; 1.7
08.02.2024 02:44; 3.00; 1.40; 163; 1.5
08.02.2024 02:45; 2.94; 1.43; 165; 1.6
08.02.2024 02:46; 2.93; 1.60; 166; 1.8
08.02.2024 02:47; 2.98; 1.80; 169; 1.9
08.02.2024 02:48; 2.94; 1.84; 169; 1.9
08.02.2024 02:49; 2.89; 1.86; 170; 1.9
08.02.2024 02:50; 2.90; 1.76; 173; 1.8
08.02.2024 02:51; 2.96; 1.66; 173; 1.8
08.02.2024 02:52; 2.92; 1.60; 174; 1.6
08.02.2024 02:53; 2.90; 1.60; 173; 1.7
08.02.2024 02:54; 2.90; 1.60; 171; 1.6
08.02.2024 02:55; 2.90; 1.57; 169; 1.7
08.02.2024 02:56; 2.90; 1.65; 167; 1.7
08.02.2024 02:57; 2.84; 1.66; 166; 1.7
08.02.2024 02:58; 2.85; 1.69; 166; 1.7
08.02.2024 02:59; 2.81; 1.62; 167; 1.7
08.02.2024 03:00; 2.86; 1.48; 168; 1.6
08.02.2024 03:01; 2.96; 1.46; 164; 1.5
08.02.2024 03:02; 2.94; 1.40; 162; 1.5
08.02.2024 03:03; 3.00; 1.35; 165; 1.4
08.02.2024 03:04; 2.99; 1.27; 165; 1.4
08.02.2024 03:05; 3.02; 1.30; 165; 1.4
08.02.2024 03:06; 3.16; 1.47; 163; 1.6
08.02.2024 03:07; 3.07; 1.36; 165; 1.4
08.02.2024 03:08; 3.10; 1.48; 163; 1.6
08.02.2024 03:09; 3.03; 1.38; 162; 1.4
08.02.2024 03:10; 3.00; 1.43; 161; 1.5
08.02.2024 03:11; 3.00; 1.48; 161; 1.5
