Datum Zeit;  Temperatur; Wind; Richtung; Peak 
02.02.2024 00:00; 5.82; 6.05; 247; 8.6
02.02.2024 00:01; 5.77; 6.16; 243; 8.3
02.02.2024 00:02; 5.75; 5.55; 251; 7.5
02.02.2024 00:03; 5.78; 6.59; 242; 7.9
02.02.2024 00:04; 5.78; 5.48; 245; 7.4
02.02.2024 00:05; 5.82; 5.70; 242; 7.1
02.02.2024 00:06; 5.79; 6.31; 247; 7.9
02.02.2024 00:07; 5.82; 6.58; 249; 8.4
02.02.2024 00:08; 5.80; 6.55; 251; 8.2
02.02.2024 00:09; 5.81; 6.15; 247; 9.1
02.02.2024 00:10; 5.81; 5.95; 248; 6.9
02.02.2024 00:11; 5.81; 6.31; 248; 7.9
02.02.2024 00:12; 5.80; 5.83; 247; 7.4
02.02.2024 00:13; 5.85; 6.49; 245; 9.4
02.02.2024 00:14; 5.86; 5.68; 245; 7.1
02.02.2024 00:15; 5.88; 6.14; 246; 9.5
02.02.2024 00:16; 5.83; 6.08; 248; 8.6
02.02.2024 00:17; 5.88; 6.63; 251; 8.1
02.02.2024 00:18; 5.88; 6.86; 249; 8.4
02.02.2024 00:19; 5.85; 4.66; 247; 6.1
02.02.2024 00:20; 5.88; 6.98; 247; 9.1
02.02.2024 00:21; 5.86; 6.26; 251; 7.8
02.02.2024 00:22; 5.91; 6.50; 241; 8.8
02.02.2024 00:23; 5.88; 5.87; 247; 7.4
02.02.2024 00:24; 5.86; 5.73; 246; 7.6
02.02.2024 00:25; 5.88; 5.07; 252; 7.6
02.02.2024 00:26; 5.84; 6.85; 245; 7.7
02.02.2024 00:27; 5.83; 6.18; 248; 7.8
02.02.2024 00:28; 5.86; 6.02; 247; 8.5
02.02.2024 00:29; 5.89; 6.95; 246; 9.6
02.02.2024 00:30; 5.83; 5.82; 244; 8.4
02.02.2024 00:31; 5.83; 4.78; 251; 6.8
02.02.2024 00:32; 5.82; 6.25; 251; 8.3
02.02.2024 00:33; 5.82; 5.44; 245; 7.1
02.02.2024 00:34; 5.85; 6.49; 246; 8.7
02.02.2024 00:35; 5.81; 5.59; 248; 6.6
02.02.2024 00:36; 5.86; 6.83; 247; 8.4
02.02.2024 00:37; 5.86; 6.93; 247; 8.3
02.02.2024 00:38; 5.83; 6.86; 248; 7.9
02.02.2024 00:39; 5.85; 5.90; 244; 8.1
02.02.2024 00:40; 5.83; 6.01; 250; 7.5
02.02.2024 00:41; 5.80; 5.31; 248; 6.7
02.02.2024 00:42; 5.80; 4.76; 256; 5.9
02.02.2024 00:43; 5.81; 5.71; 249; 7.1
02.02.2024 00:44; 5.87; 5.71; 245; 6.8
02.02.2024 00:45; 5.83; 4.25; 246; 5.6
02.02.2024 00:46; 5.85; 6.43; 248; 8.4
02.02.2024 00:47; 5.86; 6.07; 247; 7.9
02.02.2024 00:48; 5.83; 5.50; 243; 6.6
02.02.2024 00:49; 5.86; 4.34; 249; 6.1
02.02.2024 00:50; 5.88; 5.71; 240; 7.9
02.02.2024 00:51; 5.88; 6.50; 253; 8.3
02.02.2024 00:52; 5.84; 5.89; 252; 6.9
02.02.2024 00:53; 5.85; 5.04; 242; 6.3
02.02.2024 00:54; 5.85; 5.65; 243; 7.7
02.02.2024 00:55; 5.85; 5.06; 241; 6.8
02.02.2024 00:56; 5.87; 6.39; 244; 8.3
02.02.2024 00:57; 5.85; 6.46; 250; 7.4
02.02.2024 00:58; 5.88; 5.72; 242; 7.8
02.02.2024 00:59; 5.82; 4.74; 256; 7.1
02.02.2024 01:00; 5.87; 6.61; 248; 7.9
02.02.2024 01:01; 5.84; 6.05; 248; 7.1
02.02.2024 01:02; 5.87; 6.52; 249; 7.8
02.02.2024 01:03; 5.84; 6.06; 244; 7.8
02.02.2024 01:04; 5.85; 5.40; 250; 6.9
02.02.2024 01:05; 5.85; 5.97; 249; 8.2
02.02.2024 01:06; 5.83; 5.42; 247; 6.9
02.02.2024 01:07; 5.82; 4.84; 246; 6.5
02.02.2024 01:08; 5.86; 5.09; 249; 7.3
02.02.2024 01:09; 5.87; 7.02; 244; 8.2
02.02.2024 01:10; 5.89; 7.04; 252; 9.1
02.02.2024 01:11; 5.88; 4.85; 251; 6.3
02.02.2024 01:12; 5.83; 4.92; 247; 6.8
02.02.2024 01:13; 5.83; 4.95; 246; 6.5
02.02.2024 01:14; 5.83; 5.62; 244; 6.8
02.02.2024 01:15; 5.82; 4.96; 247; 6.6
02.02.2024 01:16; 5.84; 4.59; 246; 6.3
02.02.2024 01:17; 5.83; 5.64; 244; 7.3
02.02.2024 01:18; 5.81; 5.24; 248; 6.1
02.02.2024 01:19; 5.85; 5.59; 247; 7.4
02.02.2024 01:20; 5.80; 5.49; 249; 6.5
02.02.2024 01:21; 5.85; 5.15; 241; 7.6
02.02.2024 01:22; 5.86; 5.78; 243; 6.9
02.02.2024 01:23; 5.86; 5.33; 246; 7.2
02.02.2024 01:24; 5.86; 5.55; 245; 7.4
02.02.2024 01:25; 5.85; 4.71; 247; 6.7
02.02.2024 01:26; 5.89; 4.56; 247; 6.5
02.02.2024 01:27; 5.86; 4.15; 242; 6.8
02.02.2024 01:28; 5.89; 6.56; 246; 7.6
02.02.2024 01:29; 5.91; 6.38; 247; 8.8
02.02.2024 01:30; 5.87; 5.47; 243; 6.6
02.02.2024 01:31; 5.90; 4.60; 244; 6.2
02.02.2024 01:32; 5.87; 4.23; 254; 5.2
02.02.2024 01:33; 5.87; 6.34; 253; 7.4
02.02.2024 01:34; 5.94; 5.30; 244; 7.1
02.02.2024 01:35; 5.91; 6.00; 247; 7.5
02.02.2024 01:36; 5.89; 4.38; 254; 7.4
02.02.2024 01:37; 5.90; 6.30; 245; 7.9
02.02.2024 01:38; 5.91; 6.02; 242; 6.9
02.02.2024 01:39; 5.89; 5.43; 244; 7.3
02.02.2024 01:40; 5.94; 5.38; 246; 7.1
02.02.2024 01:41; 5.90; 5.07; 243; 7.2
02.02.2024 01:42; 5.94; 6.70; 248; 8.1
02.02.2024 01:43; 5.96; 6.68; 246; 8.7
02.02.2024 01:44; 5.97; 6.09; 240; 7.6
02.02.2024 01:45; 5.94; 6.13; 250; 7.6
02.02.2024 01:46; 5.95; 6.17; 249; 7.1
02.02.2024 01:47; 5.97; 5.39; 243; 6.7
02.02.2024 01:48; 5.97; 4.64; 247; 6.6
02.02.2024 01:49; 5.96; 5.36; 244; 6.5
02.02.2024 01:50; 5.96; 5.66; 246; 6.9
02.02.2024 01:51; 5.92; 4.68; 257; 5.8
02.02.2024 01:52; 5.92; 3.79; 250; 5.2
02.02.2024 01:53; 5.92; 4.61; 250; 6.8
02.02.2024 01:54; 5.94; 5.50; 247; 7.1
02.02.2024 01:55; 5.92; 5.27; 246; 6.9
02.02.2024 01:56; 5.90; 5.43; 251; 7.6
02.02.2024 01:57; 5.98; 6.00; 243; 7.5
02.02.2024 01:58; 5.93; 5.95; 244; 8.3
02.02.2024 01:59; 5.93; 5.53; 240; 6.9
02.02.2024 02:00; 5.92; 4.63; 248; 5.5
02.02.2024 02:01; 5.91; 4.68; 242; 6.1
02.02.2024 02:02; 5.92; 5.97; 251; 7.3
02.02.2024 02:03; 5.91; 5.85; 249; 7.8
02.02.2024 02:04; 5.92; 5.41; 242; 6.6
02.02.2024 02:05; 5.90; 4.97; 246; 6.7
02.02.2024 02:06; 5.94; 4.91; 247; 6.7
02.02.2024 02:07; 5.92; 5.43; 247; 6.4
02.02.2024 02:08; 5.92; 5.09; 244; 6.5
02.02.2024 02:09; 5.89; 5.05; 245; 6.2
02.02.2024 02:10; 5.91; 4.68; 249; 6.7
02.02.2024 02:11; 5.94; 6.05; 245; 6.9
02.02.2024 02:12; 5.91; 5.08; 253; 6.6
02.02.2024 02:13; 5.94; 4.57; 238; 5.8
02.02.2024 02:14; 5.95; 5.72; 243; 7.3
02.02.2024 02:15; 5.97; 5.37; 241; 7.5
02.02.2024 02:16; 5.93; 4.03; 244; 6.9
02.02.2024 02:17; 5.92; 4.02; 249; 6.2
02.02.2024 02:18; 5.91; 4.47; 245; 5.9
02.02.2024 02:19; 5.93; 5.14; 247; 6.6
02.02.2024 02:20; 5.94; 4.59; 239; 5.8
02.02.2024 02:21; 5.96; 5.26; 248; 7.1
02.02.2024 02:22; 6.01; 6.04; 241; 7.4
02.02.2024 02:23; 5.96; 4.42; 240; 5.9
02.02.2024 02:24; 5.98; 4.14; 241; 5.9
02.02.2024 02:25; 5.96; 4.73; 239; 5.8
02.02.2024 02:26; 6.01; 5.38; 242; 7.9
02.02.2024 02:27; 6.01; 5.11; 237; 6.8
02.02.2024 02:28; 5.99; 4.74; 244; 6.5
02.02.2024 02:29; 6.01; 5.57; 235; 6.5
02.02.2024 02:30; 6.00; 5.67; 239; 7.3
02.02.2024 02:31; 6.06; 6.26; 236; 7.1
02.02.2024 02:32; 6.01; 5.09; 240; 6.8
02.02.2024 02:33; 6.05; 5.11; 236; 7.2
02.02.2024 02:34; 6.05; 5.77; 237; 8.1
02.02.2024 02:35; 6.05; 5.54; 240; 6.4
02.02.2024 02:36; 6.05; 6.54; 238; 7.3
02.02.2024 02:37; 6.06; 5.27; 236; 6.4
02.02.2024 02:38; 6.01; 5.57; 243; 7.2
02.02.2024 02:39; 6.10; 6.36; 238; 7.9
02.02.2024 02:40; 6.11; 6.24; 235; 8.2
02.02.2024 02:41; 6.05; 5.69; 243; 7.3
02.02.2024 02:42; 6.06; 4.86; 243; 6.1
02.02.2024 02:43; 6.10; 6.37; 245; 8.1
02.02.2024 02:44; 6.11; 5.08; 240; 6.2
02.02.2024 02:45; 6.11; 5.31; 240; 7.1
02.02.2024 02:46; 6.09; 5.52; 241; 6.9
02.02.2024 02:47; 6.09; 5.73; 241; 7.2
02.02.2024 02:48; 6.17; 6.07; 238; 7.8
02.02.2024 02:49; 6.17; 6.04; 236; 7.4
02.02.2024 02:50; 6.15; 6.19; 238; 6.8
02.02.2024 02:51; 6.12; 5.50; 244; 6.8
02.02.2024 02:52; 6.13; 6.41; 240; 7.8
02.02.2024 02:53; 6.17; 6.13; 235; 7.8
02.02.2024 02:54; 6.10; 6.06; 249; 7.4
02.02.2024 02:55; 6.17; 4.61; 242; 6.6
02.02.2024 02:56; 6.17; 6.51; 240; 7.5
02.02.2024 02:57; 6.15; 5.25; 245; 6.9
02.02.2024 02:58; 6.19; 6.71; 242; 8.7
02.02.2024 02:59; 6.21; 6.51; 241; 8.3
02.02.2024 03:00; 6.19; 6.16; 245; 8.2
02.02.2024 03:01; 6.25; 7.07; 241; 8.6
02.02.2024 03:02; 6.21; 5.29; 239; 6.6
02.02.2024 03:03; 6.22; 4.82; 240; 6.3
02.02.2024 03:04; 6.22; 5.41; 244; 7.4
02.02.2024 03:05; 6.23; 5.89; 238; 7.1
02.02.2024 03:06; 6.25; 5.00; 240; 6.4
02.02.2024 03:07; 6.26; 4.84; 240; 5.9
02.02.2024 03:08; 6.23; 3.85; 247; 5.6
02.02.2024 03:09; 6.34; 6.51; 236; 7.8
02.02.2024 03:10; 6.31; 5.23; 232; 6.3
02.02.2024 03:11; 6.35; 4.93; 231; 6.9
02.02.2024 03:12; 6.28; 5.11; 226; 7.9
02.02.2024 03:13; 6.30; 4.55; 238; 5.6
02.02.2024 03:14; 6.37; 5.69; 238; 7.7
02.02.2024 03:15; 6.34; 5.46; 234; 7.6
02.02.2024 03:16; 6.33; 4.50; 232; 6.1
02.02.2024 03:17; 6.37; 4.85; 229; 6.3
02.02.2024 03:18; 6.31; 4.16; 240; 4.9
02.02.2024 03:19; 6.31; 4.53; 236; 6.9
02.02.2024 03:20; 6.33; 3.53; 229; 5.1
02.02.2024 03:21; 6.38; 4.95; 236; 7.4
02.02.2024 03:22; 6.41; 5.02; 241; 7.5
02.02.2024 03:23; 6.45; 7.09; 238; 8.2
02.02.2024 03:24; 6.42; 5.73; 233; 7.4
02.02.2024 03:25; 6.40; 5.90; 235; 7.4
02.02.2024 03:26; 6.42; 5.64; 238; 7.6
02.02.2024 03:27; 6.42; 5.90; 239; 7.9
02.02.2024 03:28; 6.47; 6.76; 234; 9.3
02.02.2024 03:29; 6.44; 6.65; 242; 8.4
02.02.2024 03:30; 6.47; 6.44; 239; 7.6
02.02.2024 03:31; 6.48; 6.50; 240; 7.9
02.02.2024 03:32; 6.46; 5.83; 241; 7.7
02.02.2024 03:33; 6.51; 6.63; 233; 7.9
02.02.2024 03:34; 6.56; 4.80; 240; 6.8
02.02.2024 03:35; 6.56; 6.37; 238; 8.2
02.02.2024 03:36; 6.52; 6.67; 240; 7.9
02.02.2024 03:37; 6.52; 6.05; 238; 9.1
02.02.2024 03:38; 6.55; 6.18; 237; 8.4
02.02.2024 03:39; 6.60; 8.26; 246; 10.6
02.02.2024 03:40; 6.52; 6.64; 243; 8.5
02.02.2024 03:41; 6.54; 5.21; 240; 8.6
02.02.2024 03:42; 6.64; 7.39; 237; 9.1
02.02.2024 03:43; 6.56; 5.27; 244; 8.6
02.02.2024 03:44; 6.54; 6.93; 242; 8.3
02.02.2024 03:45; 6.55; 5.81; 240; 8.2
02.02.2024 03:46; 6.52; 4.67; 250; 7.8
02.02.2024 03:47; 6.59; 6.54; 239; 8.2
02.02.2024 03:48; 6.59; 7.29; 241; 8.5
02.02.2024 03:49; 6.57; 5.79; 242; 8.2
02.02.2024 03:50; 6.58; 7.31; 242; 8.9
02.02.2024 03:51; 6.57; 6.14; 241; 8.3
02.02.2024 03:52; 6.59; 5.91; 242; 8.9
02.02.2024 03:53; 6.58; 7.11; 237; 8.6
02.02.2024 03:54; 6.62; 6.95; 233; 8.6
02.02.2024 03:55; 6.59; 6.15; 237; 8.3
02.02.2024 03:56; 6.55; 4.85; 250; 6.5
02.02.2024 03:57; 6.64; 7.80; 238; 10.8
02.02.2024 03:58; 6.64; 7.00; 245; 8.9
02.02.2024 03:59; 6.67; 6.42; 241; 8.7
02.02.2024 04:00; 6.67; 7.67; 241; 9.7
02.02.2024 04:01; 6.68; 6.73; 238; 9.3
02.02.2024 04:02; 6.68; 5.49; 235; 6.6
02.02.2024 04:03; 6.64; 6.32; 242; 7.5
02.02.2024 04:04; 6.72; 6.12; 238; 7.3
02.02.2024 04:05; 6.70; 6.51; 230; 7.8
02.02.2024 04:06; 6.72; 5.73; 230; 6.8
02.02.2024 04:07; 6.75; 5.28; 228; 6.8
02.02.2024 04:08; 6.67; 4.72; 234; 6.7
02.02.2024 04:09; 6.67; 4.95; 227; 6.9
02.02.2024 04:10; 6.71; 5.88; 228; 7.2
02.02.2024 04:11; 6.69; 6.06; 219; 8.2
02.02.2024 04:12; 6.67; 5.46; 223; 6.8
02.02.2024 04:13; 6.65; 5.40; 226; 7.1
02.02.2024 04:14; 6.61; 5.29; 235; 7.4
02.02.2024 04:15; 6.62; 5.07; 225; 6.8
02.02.2024 04:16; 6.61; 6.94; 228; 7.7
02.02.2024 04:17; 6.63; 5.04; 225; 6.6
02.02.2024 04:18; 6.60; 4.89; 228; 6.8
02.02.2024 04:19; 6.62; 6.65; 228; 8.4
02.02.2024 04:20; 6.61; 6.24; 231; 7.3
02.02.2024 04:21; 6.59; 5.55; 224; 6.7
02.02.2024 04:22; 6.57; 5.75; 228; 7.4
02.02.2024 04:23; 6.56; 5.76; 238; 7.6
02.02.2024 04:24; 6.60; 6.15; 230; 7.5
02.02.2024 04:25; 6.63; 6.51; 226; 7.8
02.02.2024 04:26; 6.61; 5.50; 226; 7.1
02.02.2024 04:27; 6.61; 6.38; 233; 7.9
02.02.2024 04:28; 6.56; 5.90; 233; 7.4
02.02.2024 04:29; 6.57; 6.35; 226; 7.8
02.02.2024 04:30; 6.60; 6.13; 230; 6.9
02.02.2024 04:31; 6.59; 6.20; 227; 7.1
02.02.2024 04:32; 6.59; 6.32; 227; 8.5
02.02.2024 04:33; 6.61; 6.86; 229; 8.3
02.02.2024 04:34; 6.57; 6.58; 221; 7.9
02.02.2024 04:35; 6.54; 5.81; 222; 7.3
02.02.2024 04:36; 6.52; 5.73; 223; 7.7
02.02.2024 04:37; 6.53; 5.65; 229; 7.9
02.02.2024 04:38; 6.63; 7.31; 230; 8.6
02.02.2024 04:39; 6.63; 6.98; 229; 8.3
02.02.2024 04:40; 6.59; 6.25; 227; 7.6
