Datum Zeit;  Temperatur; Wind; Richtung; Peak 
16.01.2024 00:00; 2.03; 5.91; 266; 8.8
16.01.2024 00:01; 1.99; 6.31; 263; 8.4
16.01.2024 00:02; 2.01; 5.45; 261; 7.7
16.01.2024 00:03; 2.01; 8.38; 261; 11.2
16.01.2024 00:04; 2.04; 7.29; 256; 11.2
16.01.2024 00:05; 2.01; 7.93; 262; 9.4
16.01.2024 00:06; 2.01; 6.67; 260; 8.5
16.01.2024 00:07; 2.00; 7.59; 266; 8.6
16.01.2024 00:08; 2.03; 7.80; 262; 11.3
16.01.2024 00:09; 2.01; 9.63; 266; 11.6
16.01.2024 00:10; 2.02; 7.38; 257; 10.5
16.01.2024 00:11; 2.01; 10.20; 263; 12.4
16.01.2024 00:12; 2.01; 8.06; 261; 9.6
16.01.2024 00:13; 2.02; 8.71; 257; 10.7
16.01.2024 00:14; 2.02; 8.80; 256; 10.5
16.01.2024 00:15; 2.00; 5.96; 267; 8.7
16.01.2024 00:16; 2.02; 8.26; 263; 10.7
16.01.2024 00:17; 2.02; 9.62; 261; 12.7
16.01.2024 00:18; 2.01; 8.31; 258; 9.9
16.01.2024 00:19; 2.04; 7.27; 255; 12.1
16.01.2024 00:20; 1.99; 7.92; 264; 11.6
16.01.2024 00:21; 1.98; 8.44; 263; 11.2
16.01.2024 00:22; 2.00; 9.37; 259; 12.1
16.01.2024 00:23; 2.02; 9.54; 272; 11.4
16.01.2024 00:24; 2.01; 8.61; 270; 11.2
16.01.2024 00:25; 1.98; 9.63; 262; 11.8
16.01.2024 00:26; 2.00; 10.08; 263; 11.6
16.01.2024 00:27; 1.99; 9.48; 263; 12.4
16.01.2024 00:28; 1.98; 8.15; 265; 10.4
16.01.2024 00:29; 1.99; 9.40; 269; 11.3
16.01.2024 00:30; 1.97; 9.04; 275; 11.3
16.01.2024 00:31; 1.96; 7.60; 259; 10.4
16.01.2024 00:32; 1.95; 6.20; 263; 8.9
16.01.2024 00:33; 1.95; 6.60; 271; 8.8
16.01.2024 00:34; 1.96; 8.63; 267; 10.8
16.01.2024 00:35; 1.98; 7.37; 263; 10.3
16.01.2024 00:36; 1.96; 8.35; 257; 11.1
16.01.2024 00:37; 1.96; 9.67; 264; 11.4
16.01.2024 00:38; 1.94; 5.43; 273; 8.6
16.01.2024 00:39; 1.94; 7.78; 268; 10.5
16.01.2024 00:40; 1.94; 9.17; 268; 10.7
16.01.2024 00:41; 1.96; 7.06; 261; 9.5
16.01.2024 00:42; 1.93; 8.19; 266; 10.8
16.01.2024 00:43; 1.91; 9.16; 270; 10.5
16.01.2024 00:44; 1.91; 6.59; 263; 9.1
16.01.2024 00:45; 1.92; 6.29; 274; 8.2
16.01.2024 00:46; 1.91; 6.38; 267; 7.9
16.01.2024 00:47; 1.91; 7.16; 271; 9.2
16.01.2024 00:48; 1.90; 6.96; 274; 8.1
16.01.2024 00:49; 1.90; 6.39; 264; 8.3
16.01.2024 00:50; 1.95; 7.54; 263; 10.8
16.01.2024 00:51; 1.95; 9.12; 272; 11.3
16.01.2024 00:52; 1.94; 9.09; 265; 10.4
16.01.2024 00:53; 1.92; 8.45; 267; 10.9
16.01.2024 00:54; 1.93; 8.34; 269; 10.5
16.01.2024 00:55; 1.93; 8.25; 264; 10.7
16.01.2024 00:56; 1.91; 7.65; 266; 8.6
16.01.2024 00:57; 1.91; 5.99; 266; 8.3
16.01.2024 00:58; 1.94; 7.57; 256; 9.9
