Datum Zeit;  Temperatur; Wind; Richtung; Peak 
26.01.2024 00:00; 7.55; 3.30; 163; 3.9
26.01.2024 00:01; 7.54; 2.90; 162; 3.5
26.01.2024 00:02; 7.52; 3.15; 169; 3.8
26.01.2024 00:03; 7.57; 2.96; 170; 3.8
26.01.2024 00:04; 7.57; 3.07; 172; 3.9
26.01.2024 00:05; 7.58; 2.83; 169; 3.5
26.01.2024 00:06; 7.57; 3.26; 169; 3.9
26.01.2024 00:07; 7.57; 3.18; 171; 3.6
26.01.2024 00:08; 7.61; 3.33; 169; 3.9
26.01.2024 00:09; 7.60; 3.65; 167; 4.4
26.01.2024 00:10; 7.60; 3.23; 171; 3.8
26.01.2024 00:11; 7.64; 3.33; 172; 3.9
26.01.2024 00:12; 7.60; 3.26; 172; 3.9
26.01.2024 00:13; 7.59; 3.19; 179; 3.7
26.01.2024 00:14; 7.70; 3.40; 178; 4.1
26.01.2024 00:15; 7.72; 3.78; 175; 4.4
26.01.2024 00:16; 7.70; 3.70; 178; 4.6
26.01.2024 00:17; 7.63; 3.65; 180; 4.2
26.01.2024 00:18; 7.71; 3.94; 180; 4.7
26.01.2024 00:19; 7.71; 3.77; 181; 4.4
26.01.2024 00:20; 7.72; 3.78; 180; 5.1
26.01.2024 00:21; 7.71; 3.50; 184; 4.3
26.01.2024 00:22; 7.88; 3.44; 180; 4.4
26.01.2024 00:23; 7.81; 3.62; 180; 4.9
26.01.2024 00:24; 7.88; 4.00; 177; 4.9
26.01.2024 00:25; 7.87; 3.66; 181; 4.6
26.01.2024 00:26; 7.90; 3.64; 181; 4.3
26.01.2024 00:27; 7.93; 3.67; 188; 4.3
26.01.2024 00:28; 7.97; 3.82; 188; 4.9
26.01.2024 00:29; 8.05; 3.99; 190; 4.8
26.01.2024 00:30; 7.95; 3.50; 185; 4.9
26.01.2024 00:31; 7.93; 4.03; 180; 4.9
26.01.2024 00:32; 7.92; 4.04; 181; 4.8
26.01.2024 00:33; 7.91; 3.76; 183; 4.6
26.01.2024 00:34; 7.87; 3.35; 186; 3.9
26.01.2024 00:35; 7.90; 3.82; 184; 4.7
26.01.2024 00:36; 7.88; 3.87; 182; 4.5
26.01.2024 00:37; 7.94; 4.28; 176; 5.5
26.01.2024 00:38; 7.94; 4.26; 180; 5.2
26.01.2024 00:39; 8.04; 4.24; 179; 4.9
26.01.2024 00:40; 8.02; 4.03; 178; 4.8
26.01.2024 00:41; 7.99; 3.63; 174; 4.3
26.01.2024 00:42; 7.98; 3.45; 169; 4.3
26.01.2024 00:43; 7.96; 3.64; 169; 4.5
26.01.2024 00:44; 8.01; 3.62; 161; 5.1
26.01.2024 00:45; 8.01; 3.67; 165; 4.6
26.01.2024 00:46; 8.03; 3.16; 157; 3.9
26.01.2024 00:47; 7.99; 3.28; 165; 4.2
26.01.2024 00:48; 7.91; 2.95; 161; 3.5
26.01.2024 00:49; 7.86; 3.08; 159; 3.9
26.01.2024 00:50; 7.91; 2.94; 158; 3.7
26.01.2024 00:51; 8.01; 3.74; 166; 4.1
26.01.2024 00:52; 8.01; 3.30; 159; 4.2
26.01.2024 00:53; 7.99; 3.27; 162; 3.9
26.01.2024 00:54; 7.94; 3.08; 162; 3.9
26.01.2024 00:55; 7.95; 2.92; 155; 3.7
26.01.2024 00:56; 7.94; 3.46; 155; 3.8
26.01.2024 00:57; 7.91; 3.03; 157; 3.8
26.01.2024 00:58; 7.86; 3.38; 152; 3.9
