Datum Zeit;  Temperatur; Wind; Richtung; Peak 
11.02.2024 00:00; 10.96; 4.85; 77; 6.5
11.02.2024 00:01; 10.92; 4.50; 77; 6.2
11.02.2024 00:02; 10.94; 4.35; 77; 5.2
11.02.2024 00:03; 10.91; 3.44; 72; 4.7
11.02.2024 00:04; 10.94; 4.43; 85; 6.2
11.02.2024 00:05; 10.93; 4.21; 75; 5.7
11.02.2024 00:06; 10.92; 4.12; 71; 5.4
11.02.2024 00:07; 10.90; 2.90; 81; 3.7
11.02.2024 00:08; 10.94; 3.31; 78; 5.1
11.02.2024 00:09; 10.91; 2.67; 74; 4.4
11.02.2024 00:10; 10.93; 3.99; 72; 4.7
11.02.2024 00:11; 10.94; 5.50; 83; 6.7
11.02.2024 00:12; 10.95; 5.12; 82; 7.2
11.02.2024 00:13; 10.99; 5.00; 75; 7.1
11.02.2024 00:14; 10.98; 5.20; 93; 6.5
11.02.2024 00:15; 10.98; 4.60; 86; 6.1
11.02.2024 00:16; 10.99; 4.51; 81; 6.4
11.02.2024 00:17; 10.96; 3.76; 90; 5.1
11.02.2024 00:18; 10.95; 3.67; 81; 4.8
11.02.2024 00:19; 10.96; 4.86; 73; 6.9
11.02.2024 00:20; 10.96; 4.31; 76; 5.6
11.02.2024 00:21; 10.96; 4.08; 80; 5.2
11.02.2024 00:22; 10.98; 4.29; 76; 6.3
11.02.2024 00:23; 11.00; 4.55; 74; 5.8
11.02.2024 00:24; 10.96; 3.80; 72; 5.2
11.02.2024 00:25; 10.94; 3.60; 78; 4.5
11.02.2024 00:26; 10.92; 3.31; 75; 3.9
11.02.2024 00:27; 10.99; 4.33; 80; 5.5
11.02.2024 00:28; 10.98; 3.40; 73; 4.8
11.02.2024 00:29; 11.00; 3.56; 83; 6.1
11.02.2024 00:30; 11.00; 5.08; 75; 6.3
11.02.2024 00:31; 11.03; 4.77; 77; 6.9
11.02.2024 00:32; 11.02; 5.32; 82; 7.2
11.02.2024 00:33; 11.01; 5.07; 85; 6.9
11.02.2024 00:34; 11.00; 4.60; 81; 6.2
11.02.2024 00:35; 11.00; 3.88; 75; 5.5
11.02.2024 00:36; 11.00; 3.65; 70; 4.9
11.02.2024 00:37; 11.00; 3.75; 70; 6.3
11.02.2024 00:38; 10.99; 5.32; 77; 6.9
11.02.2024 00:39; 11.03; 5.43; 69; 7.4
11.02.2024 00:40; 11.03; 5.71; 72; 7.5
11.02.2024 00:41; 11.04; 4.75; 68; 6.4
11.02.2024 00:42; 11.01; 4.45; 69; 6.5
11.02.2024 00:43; 11.02; 5.32; 70; 7.2
11.02.2024 00:44; 11.02; 5.02; 66; 6.2
11.02.2024 00:45; 11.00; 4.86; 76; 6.9
11.02.2024 00:46; 11.00; 3.42; 73; 5.2
11.02.2024 00:47; 11.02; 5.51; 65; 6.9
11.02.2024 00:48; 11.03; 5.68; 82; 7.7
11.02.2024 00:49; 11.01; 3.57; 76; 5.9
